time,time_ms,speed,acceleration,vehicle_ref,actorConfig_id,actorConfig_emissionClass,actorConfig_fuel,actorConfig_ref,actorConfig_vehicleClass
06:40:01,24001000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:02,24002000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:03,24003000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:04,24004000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:05,24005000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:06,24006000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:07,24007000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:08,24008000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:09,24009000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:10,24010000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:11,24011000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:12,24012000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:13,24013000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:14,24014000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:15,24015000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:16,24016000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:17,24017000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:18,24018000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:19,24019000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:20,24020000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:21,24021000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:22,24022000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:23,24023000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:24,24024000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:25,24025000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:26,24026000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:27,24027000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:28,24028000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:29,24029000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:30,24030000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:31,24031000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:32,24032000,0,0,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:33,24033000,67,667,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:34,24034000,144,777,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:35,24035000,217,730,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:36,24036000,346,1285,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:37,24037000,415,688,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:38,24038000,510,951,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:39,24039000,584,738,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:40,24040000,693,1095,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:41,24041000,775,820,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:42,24042000,893,1175,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:43,24043000,989,967,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:44,24044000,1102,1123,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:45,24045000,1193,918,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:46,24046000,1268,750,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:47,24047000,1384,1156,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:48,24048000,1461,766,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:49,24049000,1579,1186,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:50,24050000,1614,350,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:51,24051000,1611,-32,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:52,24052000,1570,-408,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
06:40:53,24053000,1615,453,Route3_trip151739020_06:40:00,6,Euro4,Gasoline,Gillig_102,Passenger
