trip_id,id,type,busStop,started,delay,vid,start_time,gtfs_start_time,gtfs_end_time,first_stop_id,last_stop_id,block_id,block_name,start_diff
205384020,144,Gillig_102,400,40843.0,0.00,144,20220111 11:16,40860,41460,400,413,1402,1401,17.0
205385020,144,Gillig_102,400,39584.0,0.00,144,20220111 11:00,39600,40200,400,413,1402,1401,16.0
205386020,144,Gillig_102,400,38323.0,0.00,144,20220111 10:43,38340,38940,400,413,1402,1401,17.0
205387020,144,Gillig_102,400,37062.0,0.00,144,20220111 10:25,37080,37680,400,413,1402,1401,18.0
205388020,144,Gillig_102,400,35804.0,0.00,144,20220111 09:53,35820,36420,400,413,1402,1401,16.0
205389020,144,Gillig_102,400,34543.0,0.00,144,20220111 09:38,34560,35160,400,413,1402,1401,17.0
205390020,144,Gillig_102,400,33284.0,0.00,144,20220111 09:13,33300,33900,400,413,1402,1401,16.0
205391020,144,Gillig_102,400,32024.0,0.00,144,20220111 08:54,32040,32640,400,413,1402,1401,16.0
205392020,144,Gillig_102,400,30765.0,0.00,144,20220111 08:29,30780,31380,400,413,1402,1401,15.0
205393020,144,Gillig_102,400,29503.0,0.00,144,20220111 08:13,29520,30120,400,413,1402,1401,17.0
