trip_id,id,type,busStop,started,delay,vid,start_time,gtfs_start_time,gtfs_end_time,first_stop_id,last_stop_id,block_id,block_name,start_diff
205394020,144,Gillig_102,400,28244.0,0.00,144,20220111 07:47,28260,28860,400,413,1402,1401,16.0
205395020,140,Gillig_102,354,27237.0,0.00,140,20220111 07:29,27300,28440,354,413,1602,1403,63.0
205396020,143,Gillig_102,354,26881.0,2.00,143,20220111 07:22,26880,28020,354,413,1502,1402,1.0
205397020,144,Gillig_102,354,26461.0,1.00,144,20220111 07:15,26460,27600,354,413,1402,1401,1.0
205398020,143,Gillig_102,413,72079.0,0.00,143,20220111 20:21,73260,74160,413,690,1502,1402,1181.0
205402020,140,Gillig_102,413,61640.0,24.00,140,20220111 17:09,61620,62220,413,400,1602,1403,20.0
205403020,140,Gillig_102,413,60441.0,22.00,140,20220111 16:49,60420,61020,413,400,1602,1403,21.0
205404020,140,Gillig_102,413,59240.0,21.00,140,20220111 16:27,59220,59820,413,400,1602,1403,20.0
205405020,140,Gillig_102,413,58197.0,178.00,140,20220111 16:06,58020,58620,413,400,1602,1403,177.0
205407020,140,Gillig_102,413,55639.0,21.00,140,20220111 15:47,55620,56220,413,400,1602,1403,19.0
205408020,140,Gillig_102,413,54440.0,21.00,140,20220111 15:08,54420,55020,413,400,1602,1403,20.0
205409020,140,Gillig_102,413,53238.0,19.00,140,20220111 14:46,53220,53820,413,400,1602,1403,18.0
205410020,140,Gillig_102,413,52040.0,21.00,140,20220111 14:26,52020,52620,413,400,1602,1403,20.0
205411020,140,Gillig_102,413,50838.0,19.00,140,20220111 14:07,50820,51420,413,400,1602,1403,18.0
205412020,140,Gillig_102,413,49639.0,19.00,140,20220111 13:47,49620,50220,413,400,1602,1403,19.0
205413020,143,Gillig_102,413,70828.0,0.00,143,20220111 19:43,70860,71460,413,400,1502,1402,32.0
205414020,143,Gillig_102,413,69679.0,22.00,143,20220111 19:21,69660,70260,413,400,1502,1402,19.0
205415020,143,Gillig_102,413,68480.0,21.00,143,20220111 19:01,68460,69060,413,400,1502,1402,20.0
205416020,143,Gillig_102,413,67280.0,20.00,143,20220111 18:42,67260,67860,413,400,1502,1402,20.0
205417020,143,Gillig_102,413,66080.0,20.00,143,20220111 18:21,66060,66660,413,400,1502,1402,20.0
205418020,143,Gillig_102,413,64880.0,23.00,143,20220111 18:06,64860,65460,413,400,1502,1402,20.0
205419020,143,Gillig_102,413,63678.0,18.00,143,20220111 17:42,63660,64260,413,400,1502,1402,18.0
205420020,143,Gillig_102,413,62480.0,22.00,143,20220111 17:24,62460,63060,413,400,1502,1402,20.0
205421020,143,Gillig_102,413,61281.0,23.00,143,20220111 17:00,61260,61860,413,400,1502,1402,21.0
205422020,143,Gillig_102,413,60080.0,20.00,143,20220111 16:44,60060,60660,413,400,1502,1402,20.0
205423020,143,Gillig_102,413,58879.0,20.00,143,20220111 16:23,58860,59460,413,400,1502,1402,19.0
205424020,143,Gillig_102,413,57679.0,23.00,143,20220111 16:04,57660,58260,413,400,1502,1402,19.0
205425020,143,Gillig_102,413,56479.0,23.00,143,20220111 15:43,56460,57060,413,400,1502,1402,19.0
205426020,143,Gillig_102,413,55279.0,20.00,143,20220111 15:23,55260,55860,413,400,1502,1402,19.0
205427020,143,Gillig_102,413,54080.0,20.00,143,20220111 15:03,54060,54660,413,400,1502,1402,20.0
205428020,143,Gillig_102,413,52881.0,23.00,143,20220111 14:41,52860,53460,413,400,1502,1402,21.0
205429020,143,Gillig_102,413,51679.0,20.00,143,20220111 14:22,51660,52260,413,400,1502,1402,19.0
205430020,143,Gillig_102,413,50478.0,20.00,143,20220111 14:01,50460,51060,413,400,1502,1402,18.0
205431020,143,Gillig_102,413,49279.0,19.00,143,20220111 13:44,49260,49860,413,400,1502,1402,19.0
205432020,140,Gillig_102,413,48441.0,21.00,140,20220111 13:29,48420,49020,413,400,1602,1403,21.0
205433020,140,Gillig_102,413,47239.0,19.00,140,20220111 13:07,47220,47820,413,400,1602,1403,19.0
205458020,140,Gillig_102,413,46040.0,22.00,140,20220111 12:46,46020,46620,413,400,1602,1403,20.0
205459020,143,Gillig_102,413,48079.0,19.00,143,20220111 13:22,48060,48660,413,400,1502,1402,19.0
205460020,143,Gillig_102,413,46879.0,20.00,143,20220111 12:58,46860,47460,413,400,1502,1402,19.0
205461020,144,Gillig_102,413,71658.0,21.00,144,20220111 19:56,71640,72840,413,690,1402,1401,18.0
205462020,144,Gillig_102,413,70408.0,0.00,144,20220111 19:33,70440,71040,413,400,1402,1401,32.0
205463020,144,Gillig_102,413,69259.0,21.00,144,20220111 19:15,69240,69840,413,400,1402,1401,19.0
205464020,144,Gillig_102,413,68059.0,19.00,144,20220111 18:53,68040,68640,413,400,1402,1401,19.0
205465020,144,Gillig_102,413,66858.0,19.00,144,20220111 18:35,66840,67440,413,400,1402,1401,18.0
205466020,144,Gillig_102,413,65658.0,19.00,144,20220111 18:12,65640,66240,413,400,1402,1401,18.0
205467020,144,Gillig_102,413,64411.0,0.00,144,20220111 17:54,64440,65040,413,400,1402,1401,29.0
205468020,144,Gillig_102,413,63258.0,19.00,144,20220111 17:33,63240,63840,413,400,1402,1401,18.0
205469020,144,Gillig_102,413,62059.0,24.00,144,20220111 17:18,62040,62640,413,400,1402,1401,19.0
205470020,144,Gillig_102,413,60861.0,23.00,144,20220111 16:54,60840,61440,413,400,1402,1401,21.0
205471020,144,Gillig_102,413,59659.0,20.00,144,20220111 16:39,59640,60240,413,400,1402,1401,19.0
205472020,144,Gillig_102,413,58459.0,21.00,144,20220111 16:15,58440,59040,413,400,1402,1401,19.0
205473020,144,Gillig_102,413,57261.0,23.00,144,20220111 15:57,57240,57840,413,400,1402,1401,21.0
205474020,144,Gillig_102,413,56059.0,24.00,144,20220111 15:35,56040,56640,413,400,1402,1401,19.0
205475020,144,Gillig_102,413,54860.0,21.00,144,20220111 15:15,54840,55440,413,400,1402,1401,20.0
205476020,144,Gillig_102,413,53661.0,21.00,144,20220111 14:56,53640,54240,413,400,1402,1401,21.0
205477020,144,Gillig_102,413,52460.0,21.00,144,20220111 14:36,52440,53040,413,400,1402,1401,20.0
205478020,144,Gillig_102,413,51260.0,21.00,144,20220111 14:13,51240,51840,413,400,1402,1401,20.0
205479020,144,Gillig_102,413,50061.0,21.00,144,20220111 13:55,50040,50640,413,400,1402,1401,21.0
205480020,144,Gillig_102,413,48859.0,19.00,144,20220111 13:38,48840,49440,413,400,1402,1401,19.0
205481020,144,Gillig_102,413,47659.0,19.00,144,20220111 13:14,47640,48240,413,400,1402,1401,19.0
205482020,144,Gillig_102,413,46459.0,19.00,144,20220111 12:55,46440,47040,413,400,1402,1401,19.0
205483020,140,Gillig_102,413,44841.0,22.00,140,20220111 12:28,44820,45420,413,400,1602,1403,21.0
205484020,140,Gillig_102,413,43579.0,20.00,140,20220111 12:12,43560,44220,413,400,1602,1403,19.0
205485020,140,Gillig_102,413,42318.0,18.00,140,20220111 11:49,42300,42960,413,400,1602,1403,18.0
205486020,140,Gillig_102,413,41060.0,20.00,140,20220111 11:25,41040,41700,413,400,1602,1403,20.0
205487020,140,Gillig_102,413,39800.0,20.00,140,20220111 11:07,39780,40440,413,400,1602,1403,20.0
205488020,140,Gillig_102,413,38540.0,20.00,140,20220111 10:49,38520,39180,413,400,1602,1403,20.0
205489020,140,Gillig_102,413,37279.0,19.00,140,20220111 10:22,37260,37920,413,400,1602,1403,19.0
205490020,140,Gillig_102,413,36019.0,23.00,140,20220111 10:02,36000,36660,413,400,1602,1403,19.0
205491020,140,Gillig_102,413,34760.0,23.00,140,20220111 09:42,34740,35400,413,400,1602,1403,20.0
205492020,140,Gillig_102,413,33501.0,21.00,140,20220111 09:20,33480,34140,413,400,1602,1403,21.0
205493020,140,Gillig_102,413,32240.0,22.00,140,20220111 09:00,32220,32880,413,400,1602,1403,20.0
205494020,140,Gillig_102,413,30981.0,21.00,140,20220111 08:37,30960,31620,413,400,1602,1403,21.0
205495020,140,Gillig_102,413,29719.0,24.00,140,20220111 08:17,29700,30360,413,400,1602,1403,19.0
205496020,140,Gillig_102,413,28570.0,130.00,140,20220111 07:56,28440,29100,413,400,1602,1403,130.0
205497020,143,Gillig_102,413,36860.0,20.00,143,20220111 10:16,36840,37500,413,400,1502,1402,20.0
205498020,143,Gillig_102,413,29298.0,20.00,143,20220111 08:13,29280,29940,413,400,1502,1402,18.0
205499020,143,Gillig_102,413,45680.0,20.00,143,20220111 12:41,45660,46260,413,400,1502,1402,20.0
205500020,143,Gillig_102,413,44419.0,19.00,143,20220111 12:24,44400,45060,413,400,1502,1402,19.0
205501020,143,Gillig_102,413,43160.0,20.00,143,20220111 12:01,43140,43800,413,400,1502,1402,20.0
205502020,143,Gillig_102,413,41898.0,19.00,143,20220111 11:39,41880,42540,413,400,1502,1402,18.0
205503020,143,Gillig_102,413,40638.0,20.00,143,20220111 11:19,40620,41280,413,400,1502,1402,18.0
205504020,143,Gillig_102,413,39380.0,24.00,143,20220111 10:58,39360,40020,413,400,1502,1402,20.0
205505020,143,Gillig_102,413,38118.0,18.00,143,20220111 10:38,38100,38760,413,400,1502,1402,18.0
205506020,143,Gillig_102,413,35600.0,20.00,143,20220111 09:55,35580,36240,413,400,1502,1402,20.0
205507020,143,Gillig_102,413,34339.0,21.00,143,20220111 09:33,34320,34980,413,400,1502,1402,19.0
205508020,143,Gillig_102,413,33080.0,22.00,143,20220111 09:16,33060,33720,413,400,1502,1402,20.0
205509020,143,Gillig_102,413,31818.0,21.00,143,20220111 08:51,31800,32460,413,400,1502,1402,18.0
205510020,143,Gillig_102,413,30559.0,20.00,143,20220111 08:31,30540,31200,413,400,1502,1402,19.0
205511020,143,Gillig_102,413,28039.0,19.00,143,20220111 07:50,28020,28680,413,400,1502,1402,19.0
205512020,144,Gillig_102,413,45258.0,18.00,144,20220111 12:34,45240,45840,413,400,1402,1401,18.0
205513020,144,Gillig_102,413,43999.0,19.00,144,20220111 12:16,43980,44640,413,400,1402,1401,19.0
205514020,144,Gillig_102,413,42739.0,19.00,144,20220111 11:52,42720,43380,413,400,1402,1401,19.0
205515020,144,Gillig_102,413,41479.0,19.00,144,20220111 11:32,41460,42120,413,400,1402,1401,19.0
205516020,144,Gillig_102,413,40218.0,18.00,144,20220111 11:09,40200,40860,413,400,1402,1401,18.0
205517020,144,Gillig_102,413,38958.0,18.00,144,20220111 10:53,38940,39600,413,400,1402,1401,18.0
205518020,144,Gillig_102,413,37700.0,22.00,144,20220111 10:36,37680,38340,413,400,1402,1401,20.0
205519020,144,Gillig_102,413,36438.0,18.00,144,20220111 10:08,36420,37080,413,400,1402,1401,18.0
205520020,144,Gillig_102,413,35178.0,18.00,144,20220111 09:47,35160,35820,413,400,1402,1401,18.0
205521020,144,Gillig_102,413,33921.0,21.00,144,20220111 09:25,33900,34560,413,400,1402,1401,21.0
205522020,144,Gillig_102,413,32660.0,20.00,144,20220111 09:03,32640,33300,413,400,1402,1401,20.0
205523020,144,Gillig_102,413,31407.0,32.00,144,20220111 08:46,31380,32040,413,400,1402,1401,27.0
205524020,144,Gillig_102,413,30140.0,26.00,144,20220111 08:23,30120,30780,413,400,1402,1401,20.0
205525020,144,Gillig_102,413,28880.0,24.00,144,20220111 08:03,28860,29520,413,400,1402,1401,20.0
205526020,144,Gillig_102,413,27619.0,21.00,144,20220111 07:40,27600,28260,413,400,1402,1401,19.0
205649020,728,Gillig_108,143,40826.0,26.00,728,20220111 11:29,40800,42300,143,454,1902,1501,26.0
205650020,728,Gillig_108,143,37824.0,24.00,728,20220111 10:47,37800,39300,143,454,1902,1501,24.0
205651020,728,Gillig_108,143,34825.0,25.00,728,20220111 09:51,34800,36300,143,454,1902,1501,25.0
205652020,728,Gillig_108,143,31824.0,24.00,728,20220111 09:04,31800,33300,143,454,1902,1501,24.0
205653020,728,Gillig_108,143,28801.0,1.00,728,20220111 08:03,28800,30300,143,454,1902,1501,1.0
205664020,728,Gillig_108,454,42300.0,0.00,728,20220111 11:46,42300,43800,454,143,1902,1501,0.0
205665020,728,Gillig_108,454,39300.0,0.00,728,20220111 11:02,39300,40800,454,143,1902,1501,0.0
205666020,728,Gillig_108,454,36301.0,1.00,728,20220111 10:08,36300,37800,454,143,1902,1501,1.0
205667020,728,Gillig_108,454,33301.0,1.00,728,20220111 09:18,33300,34800,454,143,1902,1501,1.0
205668020,728,Gillig_108,454,30300.0,0.00,728,20220111 08:20,30300,31800,454,143,1902,1501,0.0
205729020,752,Gillig_108,145,58480.0,2680.00,752,20220111 16:43,60000,62100,145,1423,8102,955,1520.0
205730020,138,Gillig_102,145,50196.0,96.00,138,20220111 14:04,50100,52200,145,1423,7102,902,96.0
205731020,138,Gillig_102,145,42898.0,598.00,138,20220111 11:55,42300,44400,145,1423,7102,902,598.0
205732020,111,Gillig_103,145,39940.0,40.00,111,20220111 11:04,39900,42000,145,1423,7202,903,40.0
205733020,136,Gillig_102,145,55768.0,18575.00,136,20220111 10:25,37200,39000,145,1423,7402,905,18568.0
205734020,138,Gillig_102,145,35327.0,527.00,138,20220111 09:42,34800,36600,145,1423,7102,902,527.0
205735020,111,Gillig_103,145,32609.0,213.00,111,20220111 08:57,32400,34200,145,1423,7202,903,209.0
205736020,135,Gillig_102,145,30696.0,98.00,135,20220111 08:51,30600,32400,145,1423,7302,904,96.0
205737020,138,Gillig_102,145,27630.0,45.00,138,20220111 07:41,27600,29400,145,1423,7102,902,30.0
205738020,111,Gillig_103,145,24990.0,91.00,111,20220111 06:57,24900,26700,145,1423,7202,903,90.0
205739020,501,Gillig_106,145,78236.0,836.00,501,20220111 21:27,77400,79200,145,1423,7802,952,836.0
205740020,501,Gillig_106,145,74413.0,613.00,501,20220111 20:28,73800,75600,145,1423,7802,952,613.0
205741020,501,Gillig_106,145,70230.0,30.00,501,20220111 19:30,70200,72000,145,1423,7802,952,30.0
205742020,152,Gillig_101,145,70222.0,3622.00,152,20220111 18:32,66600,68400,145,1423,8002,954,3622.0
205743020,120,Gillig_103,145,60817.0,5017.00,120,20220111 17:48,63600,65700,145,1423,7902,953,2783.0
205744020,501,Gillig_106,145,61835.0,35.00,501,20220111 17:10,61800,63900,145,1423,7802,952,35.0
205745020,152,Gillig_101,145,62884.0,4684.00,152,20220111 16:10,58200,60300,145,1423,8002,954,4684.0
205746020,120,Gillig_103,145,60785.0,4985.00,120,20220111 15:31,55800,57900,145,1423,7902,953,4985.0
205747020,501,Gillig_106,354,82365.0,165.00,501,20220111 14:40,53160,56100,354,1423,7802,952,29205.0
205748020,136,Gillig_102,145,55768.0,18575.00,136,20220111 14:35,52500,54600,145,1423,7402,905,3268.0
205749020,111,Gillig_103,145,47655.0,0.00,111,20220111 13:12,47700,49800,145,1423,7202,903,45.0
205750020,136,Gillig_102,145,55768.0,18575.00,136,20220111 12:30,44700,46800,145,1423,7402,905,11068.0
205751020,146,Gillig_107,145,63715.0,7015.00,146,20220111 17:59,64800,66600,145,1423,2602,153,1085.0
205752020,140,Gillig_102,354,20761.0,3.00,140,20220111 05:45,20760,23400,354,1423,7602,907,1.0
205753020,752,Gillig_108,2086,64589.0,2489.00,752,20220111 17:16,62100,65100,2086,354,8102,955,2489.0
205754020,138,Gillig_102,2086,52317.0,117.00,138,20220111 14:39,52200,55200,2086,354,7102,902,117.0
205755020,138,Gillig_102,509,44843.0,443.00,138,20220111 12:24,44400,46500,509,1555,7102,902,443.0
205756020,111,Gillig_103,509,42031.0,31.00,111,20220111 11:35,42000,44100,509,1555,7202,903,31.0
205757020,136,Gillig_102,509,57756.0,18756.00,136,20220111 10:56,39000,41100,509,1555,7402,905,18756.0
205758020,138,Gillig_102,509,37204.0,604.00,138,20220111 10:10,36600,38400,509,1555,7102,902,604.0
205759020,111,Gillig_103,509,34573.0,373.00,111,20220111 09:29,34200,36300,509,1555,7202,903,373.0
205760020,135,Gillig_102,2086,32754.0,354.00,135,20220111 09:00,32400,35400,2086,354,7302,904,354.0
205761020,138,Gillig_102,509,29719.0,319.00,138,20220111 08:13,29400,31200,509,1555,7102,902,319.0
205762020,111,Gillig_103,509,27012.0,312.00,111,20220111 07:28,26700,28800,509,1555,7202,903,312.0
205764020,501,Gillig_106,509,72283.0,283.00,501,20220111 20:01,72000,73500,509,1555,7802,952,283.0
205765020,136,Gillig_102,509,57756.0,18756.00,136,20220111 13:01,46800,48900,509,1555,7402,905,10956.0
205766020,501,Gillig_106,2086,80050.0,850.00,501,20220111 21:59,79200,82200,2086,354,7802,952,850.0
205767020,501,Gillig_106,509,76187.0,587.00,501,20220111 20:59,75600,77100,509,1555,7802,952,587.0
205769020,152,Gillig_101,509,64731.0,4431.00,152,20220111 19:03,68400,70200,509,1555,8002,954,3669.0
205770020,146,Gillig_107,509,71818.0,5218.00,146,20220111 18:25,66600,68400,509,1555,2602,153,5218.0
205771020,120,Gillig_103,2086,70371.0,4672.00,120,20220111 18:18,65700,68400,2086,354,7902,953,4671.0
205772020,501,Gillig_106,509,63930.0,30.00,501,20220111 17:44,63900,66000,509,1555,7802,952,30.0
205773020,152,Gillig_101,509,64731.0,4431.00,152,20220111 16:47,60300,62400,509,1555,8002,954,4431.0
205774020,120,Gillig_103,509,62729.0,4831.00,120,20220111 16:11,57900,60000,509,1555,7902,953,4829.0
205775020,501,Gillig_106,509,56130.0,30.00,501,20220111 15:33,56100,58200,509,1555,7802,952,30.0
205776020,136,Gillig_102,509,57756.0,18756.00,136,20220111 15:10,54600,56700,509,1555,7402,905,3156.0
205777020,111,Gillig_103,2086,49878.0,78.00,111,20220111 13:45,49800,52800,2086,354,7202,903,78.0
205778020,140,Gillig_102,2086,23763.0,363.00,140,20220111 06:32,23400,26400,2086,354,7602,907,363.0
205907020,124,Gillig_103,166,36634.0,2434.00,124,20220111 10:03,36300,37200,166,756,3702,302,334.0
205909020,127,Gillig_103,166,68602.0,203.00,127,20220111 19:04,68400,69300,166,756,4502,351,202.0
205910020,112,Gillig_103,166,67970.0,7343.00,112,20220111 18:22,66000,66900,166,756,4602,352,1970.0
205911020,134,Gillig_103,166,29194.0,1297.00,134,20220111 08:18,30000,30900,166,756,5202,405,806.0
205912020,120,Gillig_103,354,51811.0,0.00,120,20220111 14:47,53460,54900,354,756,7902,953,1649.0
205913020,119,Gillig_103,354,51135.0,0.00,119,20220111 14:20,51360,52800,354,756,6002,455,225.0
205914020,137,Gillig_102,354,58683.0,1624.00,137,20220111 15:45,57060,58500,354,756,6202,457,1623.0
205915020,506,Gillig_105,166,60647.0,5447.00,506,20220111 15:16,55200,56400,166,756,5702,452,5447.0
205917020,137,Gillig_102,166,62079.0,280.00,137,20220111 17:05,61800,62700,166,756,6202,457,279.0
205918020,506,Gillig_105,354,42860.0,0.00,506,20220111 12:20,44760,46200,354,756,5702,452,1900.0
205919020,113,Gillig_103,166,53490.0,2790.00,113,20220111 14:09,50700,51900,166,756,6502,460,2790.0
205920020,134,Gillig_103,166,31334.0,1338.00,134,20220111 08:55,32100,33000,166,756,5202,405,766.0
205921020,113,Gillig_103,354,41177.0,0.00,113,20220111 13:23,48060,49500,354,756,6502,460,6883.0
205922020,154,Gillig_101,354,61293.0,3035.00,154,20220111 11:58,42960,44400,354,756,5502,408,18333.0
205923020,112,Gillig_103,354,49867.0,10508.00,112,20220111 10:51,39360,40800,354,756,5402,407,10507.0
205924020,124,Gillig_103,166,36634.0,2434.00,124,20220111 09:31,34200,35100,166,756,3702,302,2434.0
205925020,134,Gillig_103,166,27193.0,1694.00,134,20220111 07:44,27900,28800,166,756,5202,405,707.0
205926020,124,Gillig_103,166,38686.0,2387.00,124,20220111 10:37,38400,39300,166,756,3702,302,286.0
205927020,134,Gillig_103,166,24420.0,1021.00,134,20220111 06:31,23400,24300,166,756,5202,405,1020.0
205928020,134,Gillig_103,166,24420.0,1021.00,134,20220111 07:05,25500,26400,166,756,5202,405,1080.0
205929020,124,Gillig_103,756,37438.0,2338.00,124,20220111 10:21,37200,38280,756,1351,3702,302,238.0
205931020,127,Gillig_103,756,69551.0,251.00,127,20220111 19:21,69300,71100,756,690,4502,351,251.0
205932020,112,Gillig_103,756,72248.0,5348.00,112,20220111 18:44,66900,68700,756,690,4602,352,5348.0
205933020,134,Gillig_103,756,30180.0,1380.00,134,20220111 08:37,30900,31980,756,1351,5202,405,720.0
205934020,120,Gillig_103,756,60281.0,5381.00,120,20220111 15:20,54900,55800,756,145,7902,953,5381.0
205935020,119,Gillig_103,756,60016.0,7216.00,119,20220111 14:57,52800,54000,756,1351,6002,455,7216.0
205937020,506,Gillig_105,756,52972.0,6772.00,506,20220111 15:40,56400,57300,756,145,5702,452,3428.0
205939020,137,Gillig_102,756,62975.0,275.00,137,20220111 17:27,62700,64500,756,690,6202,457,275.0
205941020,113,Gillig_103,756,52332.0,2832.00,113,20220111 14:28,51900,53100,756,1351,6502,460,432.0
205942020,134,Gillig_103,756,32219.0,1319.00,134,20220111 09:11,33000,34800,756,690,5202,405,781.0
205943020,113,Gillig_103,756,52332.0,2832.00,113,20220111 13:51,49500,50580,756,1351,6502,460,2832.0
205946020,124,Gillig_103,756,37438.0,2338.00,124,20220111 09:50,35100,36180,756,1351,3702,302,2338.0
205947020,134,Gillig_103,756,28021.0,1621.00,134,20220111 08:00,28800,29880,756,1351,5202,405,779.0
205948020,124,Gillig_103,756,39411.0,2211.00,124,20220111 11:01,39300,40800,756,690,3702,302,111.0
205949020,134,Gillig_103,756,25193.0,893.00,134,20220111 06:48,24300,25380,756,1351,5202,405,893.0
205950020,134,Gillig_103,756,25228.0,928.00,134,20220111 07:21,26400,27480,756,1351,5202,405,1172.0
206015020,126,Gillig_103,12,34252.0,53.00,126,20220111 09:25,34200,35700,12,779,3402,2801,52.0
206016020,126,Gillig_103,12,31508.0,11.00,126,20220111 08:41,31500,32700,12,779,3402,2801,8.0
206017020,126,Gillig_103,12,28811.0,12.00,126,20220111 07:57,28800,30000,12,779,3402,2801,11.0
206018020,126,Gillig_103,12,26465.0,67.00,126,20220111 07:15,26400,27600,12,779,3402,2801,65.0
206020020,126,Gillig_103,354,21361.0,1.00,126,20220111 05:50,21360,22800,354,779,3402,2801,1.0
206021020,126,Gillig_103,12,37223.0,26.00,126,20220111 10:17,37200,38700,12,779,3402,2801,23.0
206022020,134,Gillig_103,354,48107.0,8447.00,134,20220111 10:57,39660,41700,354,779,3502,2802,8447.0
206023020,134,Gillig_103,12,52011.0,11812.00,134,20220111 12:06,43200,44700,12,779,3502,2802,8811.0
206024020,134,Gillig_103,12,52011.0,11812.00,134,20220111 12:50,46200,47700,12,779,3502,2802,5811.0
206025020,134,Gillig_103,12,52011.0,11812.00,134,20220111 13:43,49200,50700,12,779,3502,2802,2811.0
206026020,134,Gillig_103,12,52011.0,11812.00,134,20220111 14:30,52200,53700,12,779,3502,2802,189.0
206027020,134,Gillig_103,12,56002.0,9803.00,134,20220111 15:31,55200,56700,12,779,3502,2802,802.0
206028020,134,Gillig_103,12,60047.0,7856.00,134,20220111 16:19,58200,59700,12,779,3502,2802,1847.0
206029020,134,Gillig_103,12,61672.0,6477.00,134,20220111 17:03,61200,62700,12,779,3502,2802,472.0
206030020,134,Gillig_103,12,64957.0,3758.00,134,20220111 17:52,64200,65700,12,779,3502,2802,757.0
206031020,134,Gillig_103,779,65897.0,3197.00,134,20220111 18:11,65700,68100,779,690,3502,2802,197.0
206032020,126,Gillig_103,779,35728.0,28.00,126,20220111 09:50,35700,37200,779,12,3402,2801,28.0
206033020,126,Gillig_103,779,32674.0,0.00,126,20220111 09:03,32700,34200,779,12,3402,2801,26.0
206034020,126,Gillig_103,779,29980.0,0.00,126,20220111 08:18,30000,31500,779,12,3402,2801,20.0
206035020,126,Gillig_103,779,27576.0,0.00,126,20220111 07:40,27600,28800,779,12,3402,2801,24.0
206036020,126,Gillig_103,779,24357.0,0.00,126,20220111 06:58,25200,26400,779,12,3402,2801,843.0
206037020,126,Gillig_103,779,22913.0,113.00,126,20220111 06:57,22800,24000,779,12,3402,2801,113.0
206038020,126,Gillig_103,779,38729.0,30.00,126,20220111 10:40,38700,41400,779,690,3402,2801,29.0
206040020,134,Gillig_103,779,53221.0,11523.00,134,20220111 12:23,44700,46200,779,12,3502,2802,8521.0
206041020,134,Gillig_103,779,53221.0,11523.00,134,20220111 13:15,47700,49200,779,12,3502,2802,5521.0
206042020,134,Gillig_103,779,53221.0,11523.00,134,20220111 14:00,50700,52200,779,12,3502,2802,2521.0
206043020,134,Gillig_103,779,53221.0,11523.00,134,20220111 14:50,53700,55200,779,12,3502,2802,479.0
206044020,134,Gillig_103,779,57072.0,9372.00,134,20220111 16:04,56700,58200,779,12,3502,2802,372.0
206045020,134,Gillig_103,779,58998.0,8298.00,134,20220111 16:43,59700,61200,779,12,3502,2802,702.0
206046020,134,Gillig_103,779,62595.0,5895.00,134,20220111 17:25,62700,64200,779,12,3502,2802,105.0
206048020,727,Gillig_108,1565,61217.0,17.00,727,20220111 17:01,61200,62100,1565,730,3302,252,17.0
206049020,725,Gillig_108,1565,60898.0,5100.00,725,20220111 16:26,59400,60300,1565,730,3302,252,1498.0
206050020,725,Gillig_108,1565,60898.0,5100.00,725,20220111 16:02,57600,58500,1565,730,3302,252,3298.0
206051020,725,Gillig_108,1565,54018.0,18.00,725,20220111 15:25,55800,56700,1565,730,3302,252,1782.0
206052020,725,Gillig_108,1565,54018.0,18.00,725,20220111 15:01,54000,54900,1565,730,3302,252,18.0
206053020,725,Gillig_108,143,51301.0,1.00,725,20220111 14:35,51300,53100,143,730,3302,252,1.0
206054020,727,Gillig_108,1565,50432.0,32.00,727,20220111 14:02,50400,51300,1565,730,3202,201,32.0
206055020,727,Gillig_108,1565,48614.0,14.00,727,20220111 13:33,48600,49500,1565,730,3202,201,14.0
206056020,727,Gillig_108,1565,46828.0,28.00,727,20220111 13:02,46800,47700,1565,730,3202,201,28.0
206057020,727,Gillig_108,1565,45018.0,18.00,727,20220111 12:28,45000,45900,1565,730,3202,201,18.0
206058020,727,Gillig_108,1565,43198.0,0.00,727,20220111 12:01,43200,44100,1565,730,3202,201,2.0
206059020,727,Gillig_108,1565,41416.0,16.00,727,20220111 11:29,41400,42300,1565,730,3202,201,16.0
206060020,727,Gillig_108,1565,39619.0,19.00,727,20220111 11:02,39600,40500,1565,730,3202,201,19.0
206061020,727,Gillig_108,1565,37833.0,33.00,727,20220111 10:30,37800,38700,1565,730,3202,201,33.0
206062020,727,Gillig_108,1565,36046.0,46.00,727,20220111 09:57,36000,36900,1565,730,3202,201,46.0
206063020,727,Gillig_108,143,24601.0,1.00,727,20220111 06:53,24600,26100,143,730,3202,201,1.0
206064020,727,Gillig_108,1565,27019.0,21.00,727,20220111 07:34,27000,27900,1565,730,3202,201,19.0
206065020,727,Gillig_108,1565,28810.0,11.00,727,20220111 08:00,28800,29700,1565,730,3202,201,10.0
206066020,727,Gillig_108,1565,30632.0,35.00,727,20220111 08:30,30600,31500,1565,730,3202,201,32.0
206067020,727,Gillig_108,1565,32427.0,34.00,727,20220111 08:55,32400,33300,1565,730,3202,201,27.0
206068020,727,Gillig_108,1565,34263.0,65.00,727,20220111 09:30,34200,35100,1565,730,3202,201,63.0
206070020,727,Gillig_108,730,62102.0,2.00,727,20220111 17:02,62100,63000,730,1565,3302,252,2.0
206071020,725,Gillig_108,730,60358.0,5458.00,725,20220111 16:40,60300,61200,730,1565,3302,252,58.0
206072020,725,Gillig_108,730,60358.0,5458.00,725,20220111 16:15,58500,59400,730,1565,3302,252,1858.0
206073020,725,Gillig_108,730,53119.0,19.00,725,20220111 15:52,56700,57600,730,1565,3302,252,3581.0
206074020,725,Gillig_108,730,53119.0,19.00,725,20220111 15:17,54900,55800,730,1565,3302,252,1781.0
