trip_id,vid,gtfs_trip_id,gtfs_time_start,gtfs_time_end
206315,145,206315,21:05:00,22:20:00
206302,152,206302,21:30:00,22:30:00
206317,111,206317,21:30:00,22:30:00
205739,501,205739,21:30:00,22:00:00
205156,154,205156,21:30:00,22:00:00
204890,126,204890,21:39:32,22:00:00
206347,119,206347,21:55:00,23:05:00
205766,501,205766,22:00:00,22:50:00
205079,154,205079,22:00:00,22:30:00
204925,126,204925,22:00:00,22:26:01
206274,111,206274,22:30:00,23:30:00
204889,154,204889,22:37:34,23:00:00
205063,126,205063,22:30:00,23:00:00
206346,152,206346,22:30:00,23:40:00
205174,126,205174,23:00:00,23:30:00
204924,154,204924,23:00:00,23:24:25
206345,111,206345,23:30:00,24:40:00
205173,154,205173,23:30:00,23:55:00
204923,126,204923,23:32:43,23:55:00
204959,126,204959,23:55:00,24:40:00
205087,154,205087,23:55:00,24:40:00
