interval_begin,interval_end,edge_id,edge_speed,edge_density,edge_laneDensity,edge_left,edge_occupancy,edge_traveltime,edge_waitingTime,edge_entered
21600.0,22200.0,-10362,16.63,0.91,0.91,8,0.45,12.6,0.0,9
21600.0,22200.0,-10363,15.25,0.91,0.91,8,0.43,8.8,0.0,8
21600.0,22200.0,-10364,8.08,0.63,0.63,3,0.31,24.86,0.0,3
21600.0,22200.0,-10365,,,,0,,,,0
21600.0,22200.0,-10366,,,,0,,,,0
21600.0,22200.0,-10367,,,,0,,,,0
21600.0,22200.0,-10368,7.37,0.78,0.78,3,0.34,4.58,0.0,3
21600.0,22200.0,-10369,7.67,0.48,0.48,2,0.22,6.64,0.0,2
21600.0,22200.0,-1037,23.63,1.0,1.0,14,0.49,14.86,0.0,14
21600.0,22200.0,-10370,,,,0,,,,0
21600.0,22200.0,-10371,,,,0,,,,0
21600.0,22200.0,-10372,7.8,0.21,0.21,1,0.11,33.78,0.0,0
21600.0,22200.0,-10373,,,,0,,,,0
21600.0,22200.0,-10374,,,,0,,,,0
21600.0,22200.0,-10375,,,,0,,,,0
21600.0,22200.0,-10376,,,,0,,,,0
21600.0,22200.0,-10377,,,,0,,,,0
21600.0,22200.0,-10378,8.65,0.2,0.2,1,0.1,14.46,0.0,1
21600.0,22200.0,-10379,,,,0,,,,0
21600.0,22200.0,-1038,24.45,0.97,0.97,13,0.48,21.81,0.0,15
21600.0,22200.0,-10380,6.87,0.24,0.24,1,0.12,25.61,0.0,0
21600.0,22200.0,-10381,7.99,0.21,0.21,1,0.14,9.27,0.0,0
21600.0,22200.0,-10382,,,,0,,,,0
21600.0,22200.0,-10383,7.8,0.23,0.23,1,0.1,9.58,0.0,1
21600.0,22200.0,-10384,7.72,0.46,0.46,2,0.21,11.21,0.0,2
21600.0,22200.0,-10385,,,,0,,,,0
21600.0,22200.0,-10386,6.13,0.27,0.27,1,0.13,76.01,0.0,0
21600.0,22200.0,-10387,,,,0,,,,0
21600.0,22200.0,-10388,,,,0,,,,0
21600.0,22200.0,-10389,7.64,0.22,0.22,1,0.1,8.78,0.0,0
21600.0,22200.0,-1039,23.26,0.19,0.19,2,0.1,221.53,0.0,4
21600.0,22200.0,-10390,8.13,0.42,0.42,2,0.2,23.76,0.0,1
21600.0,22200.0,-10391,7.06,0.5,0.5,2,0.23,12.93,1.0,2
21600.0,22200.0,-10392,7.05,0.77,0.77,3,0.35,7.94,0.0,3
21600.0,22200.0,-10393,,,,0,,,,0
21600.0,22200.0,-10394,,,,0,,,,0
21600.0,22200.0,-10395,,,,0,,,,0
21600.0,22200.0,-10396,7.29,0.46,0.46,2,0.21,9.63,0.0,0
21600.0,22200.0,-10397,7.31,0.23,0.23,1,0.11,60.65,0.0,0
21600.0,22200.0,-10398,,,,0,,,,0
21600.0,22200.0,-10399,7.29,4.03,4.03,17,1.97,19.15,0.0,17
21600.0,22200.0,-1040,24.23,1.01,1.01,14,0.5,11.75,0.0,14
21600.0,22200.0,-10400,7.11,0.95,0.95,4,0.45,15.81,0.0,1
21600.0,22200.0,-10401,,,,0,,,,0
21600.0,22200.0,-10402,,,,0,,,,0
21600.0,22200.0,-10403,7.2,0.48,0.48,2,0.23,19.96,0.0,2
21600.0,22200.0,-10404,,,,0,,,,0
21600.0,22200.0,-10405,8.16,0.2,0.2,1,0.1,17.76,0.0,0
21600.0,22200.0,-10406,,,,0,,,,0
21600.0,22200.0,-10407,,,,0,,,,0
21600.0,22200.0,-10408,,,,0,,,,0
21600.0,22200.0,-10409,,,,0,,,,0
21600.0,22200.0,-1041,24.6,0.88,0.88,12,0.44,37.23,0.0,14
21600.0,22200.0,-10410,,,,0,,,,0
21600.0,22200.0,-10411,7.57,0.59,0.59,2,0.29,20.47,0.0,3
21600.0,22200.0,-10412,8.24,0.42,0.42,2,0.2,19.71,0.0,2
21600.0,22200.0,-10413,7.15,0.23,0.23,1,0.11,26.73,0.0,0
21600.0,22200.0,-10414,,,,0,,,,0
21600.0,22200.0,-10415,,,,0,,,,0
21600.0,22200.0,-10416,8.57,0.21,0.21,1,0.1,8.56,0.0,1
21600.0,22200.0,-10417,,,,0,,,,0
21600.0,22200.0,-10418,7.87,0.44,0.44,2,0.21,18.95,0.0,2
21600.0,22200.0,-10419,,,,0,,,,0
21600.0,22200.0,-1042,19.32,1.33,1.33,15,0.65,32.59,0.0,15
21600.0,22200.0,-10420,7.8,0.21,0.21,1,0.1,28.96,0.0,0
21600.0,22200.0,-10421,8.73,0.39,0.39,2,0.19,55.59,0.0,2
21600.0,22200.0,-10422,7.26,0.24,0.24,1,0.11,10.83,0.0,1
21600.0,22200.0,-10423,6.66,0.26,0.26,1,0.12,33.59,0.0,1
21600.0,22200.0,-10424,,,,0,,,,0
21600.0,22200.0,-10425,8.59,0.2,0.2,1,0.1,21.16,0.0,1
21600.0,22200.0,-10426,,,,0,,,,0
21600.0,22200.0,-10427,,,,0,,,,0
21600.0,22200.0,-10428,7.5,0.49,0.49,2,0.23,21.22,0.0,2
21600.0,22200.0,-10429,8.66,0.45,0.45,2,0.22,24.59,0.0,3
21600.0,22200.0,-1043,18.05,0.85,0.85,9,0.54,13.88,0.0,9
21600.0,22200.0,-10430,8.43,0.63,0.63,3,0.29,10.37,0.0,3
21600.0,22200.0,-10431,8.03,0.21,0.21,1,0.1,21.07,0.0,1
21600.0,22200.0,-10432,9.41,0.18,0.18,1,0.09,9.81,0.0,0
21600.0,22200.0,-10433,,,,0,,,,0
21600.0,22200.0,-10434,17.42,4.77,4.77,49,2.33,15.17,0.0,49
21600.0,22200.0,-10435,8.24,0.82,0.82,4,0.4,37.13,0.0,4
21600.0,22200.0,-10436,8.62,0.2,0.2,1,0.09,10.54,0.0,1
21600.0,22200.0,-10437,7.8,0.21,0.21,1,0.1,5.7,0.0,0
21600.0,22200.0,-10438,8.64,0.61,0.61,3,0.28,7.57,0.0,2
21600.0,22200.0,-10439,5.84,0.28,0.28,1,0.13,8.97,0.0,0
21600.0,22200.0,-1044,19.81,1.2,1.2,14,0.67,14.76,0.0,14
21600.0,22200.0,-10440,8.35,0.21,0.21,1,0.1,17.61,0.0,1
21600.0,22200.0,-10441,8.67,0.2,0.2,1,0.1,16.35,0.0,1
21600.0,22200.0,-10442,,,,0,,,,0
21600.0,22200.0,-10443,,,,0,,,,0
21600.0,22200.0,-10444,,,,0,,,,0
21600.0,22200.0,-10445,7.04,0.24,0.24,1,0.12,86.78,0.0,0
21600.0,22200.0,-10446,7.38,0.23,0.23,1,0.11,13.12,0.0,0
21600.0,22200.0,-10447,,,,0,,,,0
21600.0,22200.0,-10448,,,,0,,,,0
21600.0,22200.0,-10449,7.2,0.71,0.71,3,0.34,28.17,0.0,3
21600.0,22200.0,-1045,20.35,1.26,1.26,15,0.7,10.85,0.0,15
21600.0,22200.0,-10450,,,,0,,,,0
21600.0,22200.0,-10451,,,,0,,,,0
21600.0,22200.0,-10452,9.0,0.38,0.38,2,0.18,33.5,0.0,2
21600.0,22200.0,-10453,8.85,0.38,0.38,2,0.19,25.25,0.0,1
21600.0,22200.0,-10454,,,,0,,,,0
21600.0,22200.0,-10455,8.87,0.39,0.39,2,0.19,18.8,0.0,2
21600.0,22200.0,-10456,,,,0,,,,0
21600.0,22200.0,-10457,,,,0,,,,0
21600.0,22200.0,-10458,25.0,0.14,0.14,2,0.08,13.46,0.0,2
21600.0,22200.0,-10459,,,,0,,,,0
21600.0,22200.0,-1046,18.44,2.13,2.13,23,1.03,10.1,0.0,23
21600.0,22200.0,-10460,7.75,0.45,0.45,2,0.21,11.88,0.0,2
21600.0,22200.0,-10461,,,,0,,,,0
21600.0,22200.0,-10462,7.59,0.22,0.22,1,0.07,0.88,0.0,0
21600.0,22200.0,-10463,,,,0,,,,0
21600.0,22200.0,-10464,15.98,0.21,0.21,2,0.1,11.71,0.0,2
21600.0,22200.0,-10465,,,,0,,,,0
21600.0,22200.0,-10466,7.03,0.24,0.24,1,0.12,38.74,0.0,0
21600.0,22200.0,-10467,,,,0,,,,0
21600.0,22200.0,-10468,,,,0,,,,0
21600.0,22200.0,-10469,,,,0,,,,0
21600.0,22200.0,-1047,21.48,1.18,1.18,15,0.67,16.1,0.0,15
21600.0,22200.0,-10470,,,,0,,,,0
21600.0,22200.0,-10471,16.65,0.35,0.35,3,0.17,60.47,0.0,5
21600.0,22200.0,-10472,,,,0,,,,0
21600.0,22200.0,-10473,,,,0,,,,0
21600.0,22200.0,-10474,6.51,0.42,0.42,1,0.21,151.52,0.0,2
21600.0,22200.0,-10475,,,,0,,,,0
21600.0,22200.0,-10476,7.04,1.72,1.72,7,0.82,17.34,0.0,7
21600.0,22200.0,-10477,6.9,0.49,0.49,2,0.23,17.13,0.0,1
21600.0,22200.0,-10478,7.98,0.21,0.21,1,0.1,68.23,0.0,0
21600.0,22200.0,-10479,8.59,0.61,0.61,3,0.29,12.85,0.0,3
21600.0,22200.0,-1048,20.1,1.6,1.6,18,0.85,3.88,0.0,17
21600.0,22200.0,-10480,9.02,0.38,0.38,2,0.18,32.12,0.0,2
21600.0,22200.0,-10481,,,,0,,,,0
21600.0,22200.0,-10482,,,,0,,,,0
21600.0,22200.0,-10483,,,,0,,,,0
21600.0,22200.0,-10484,,,,0,,,,0
21600.0,22200.0,-10485,6.56,0.27,0.27,1,0.12,10.86,0.0,1
21600.0,22200.0,-10486,,,,0,,,,0
21600.0,22200.0,-10487,13.92,2.3,2.3,19,1.12,26.81,6.0,18
21600.0,22200.0,-10488,16.08,1.68,1.68,16,0.84,46.97,0.0,16
21600.0,22200.0,-10489,7.01,0.24,0.24,1,0.11,20.2,0.0,0
21600.0,22200.0,-1049,18.45,0.47,0.47,5,0.22,6.66,0.0,4
21600.0,22200.0,-10490,,,,0,,,,0
21600.0,22200.0,-10491,,,,0,,,,0
21600.0,22200.0,-10492,,,,0,,,,0
21600.0,22200.0,-10493,,,,0,,,,0
21600.0,22200.0,-10494,7.78,1.12,1.12,5,0.53,11.35,0.0,4
21600.0,22200.0,-10495,7.06,2.92,2.92,11,1.39,16.55,10.0,13
21600.0,22200.0,-10496,,,,0,,,,0
21600.0,22200.0,-10497,7.72,2.0,2.0,9,0.97,22.76,0.0,9
21600.0,22200.0,-10498,,,,0,,,,0
21600.0,22200.0,-10499,9.02,0.18,0.18,1,0.09,10.85,0.0,0
21600.0,22200.0,-1050,20.24,1.8,1.8,20,0.94,4.15,0.0,22
21600.0,22200.0,-10500,7.98,0.21,0.21,1,0.1,43.99,0.0,0
21600.0,22200.0,-10501,,,,0,,,,0
21600.0,22200.0,-10502,,,,0,,,,0
21600.0,22200.0,-10503,,,,0,,,,0
21600.0,22200.0,-10504,7.64,0.22,0.22,1,0.1,18.55,0.0,0
21600.0,22200.0,-10505,,,,0,,,,0
21600.0,22200.0,-10506,,,,0,,,,0
21600.0,22200.0,-10507,,,,0,,,,0
21600.0,22200.0,-10508,,,,0,,,,0
21600.0,22200.0,-10509,,,,0,,,,0
21600.0,22200.0,-1051,19.02,4.03,4.03,44,1.94,7.93,0.0,46
21600.0,22200.0,-10510,,,,0,,,,0
21600.0,22200.0,-10511,,,,0,,,,0
21600.0,22200.0,-10512,5.23,0.32,0.32,1,0.14,8.39,0.0,0
21600.0,22200.0,-10513,7.97,0.66,0.66,3,0.31,9.03,0.0,2
21600.0,22200.0,-10514,7.44,0.47,0.47,2,0.22,14.74,0.0,2
21600.0,22200.0,-10515,,,,0,,,,0
21600.0,22200.0,-10516,,,,0,,,,0
21600.0,22200.0,-10517,9.96,0.17,0.17,1,0.08,39.86,0.0,0
21600.0,22200.0,-10518,,,,0,,,,0
21600.0,22200.0,-10519,15.23,6.32,6.32,52,3.08,4.09,0.0,54
21600.0,22200.0,-1052,21.01,3.67,3.67,43,1.75,5.13,0.0,45
21600.0,22200.0,-10520,16.26,3.83,3.83,36,2.0,15.38,0.0,36
21600.0,22200.0,-10521,7.14,0.47,0.47,2,0.23,51.82,0.0,1
21600.0,22200.0,-10522,7.64,0.22,0.22,1,0.1,5.34,0.0,0
21600.0,22200.0,-10523,,,,0,,,,0
21600.0,22200.0,-10524,,,,0,,,,0
21600.0,22200.0,-10525,7.29,0.09,0.09,0,0.04,52.23,0.0,1
21600.0,22200.0,-10526,16.03,1.05,1.05,9,0.52,19.35,0.0,9
21600.0,22200.0,-10527,16.02,0.85,0.85,8,0.42,11.58,0.0,8
21600.0,22200.0,-10528,6.86,0.25,0.25,1,0.12,15.27,0.0,1
21600.0,22200.0,-10529,8.07,0.22,0.22,1,0.1,9.44,0.0,1
21600.0,22200.0,-1053,18.81,2.56,2.56,27,1.27,13.01,0.0,29
21600.0,22200.0,-10530,7.99,0.21,0.21,1,0.1,23.28,0.0,1
21600.0,22200.0,-10531,,,,0,,,,0
21600.0,22200.0,-10532,,,,0,,,,0
21600.0,22200.0,-10533,,,,0,,,,0
21600.0,22200.0,-10534,2.55,0.64,0.64,1,0.18,2.35,0.0,0
21600.0,22200.0,-10535,,,,0,,,,0
21600.0,22200.0,-10536,11.99,2.59,2.59,18,1.23,11.77,8.0,18
21600.0,22200.0,-10537,15.73,2.05,2.05,18,1.0,13.99,0.0,19
21600.0,22200.0,-10538,,,,0,,,,0
21600.0,22200.0,-10539,14.78,0.68,0.68,6,0.34,28.32,0.0,6
21600.0,22200.0,-1054,20.31,3.59,3.59,42,1.74,8.35,0.0,43
21600.0,22200.0,-10540,14.85,0.58,0.58,5,0.28,8.25,0.0,5
21600.0,22200.0,-10541,8.2,0.21,0.21,1,0.1,37.79,0.0,1
21600.0,22200.0,-10542,15.4,2.12,2.12,15,0.8,0.99,0.0,14
21600.0,22200.0,-10543,14.99,1.64,1.64,14,0.78,6.48,0.0,14
21600.0,22200.0,-10544,7.85,0.22,0.22,1,0.1,20.24,0.0,1
21600.0,22200.0,-10545,7.51,0.89,0.89,4,0.44,72.94,2.0,2
21600.0,22200.0,-10546,6.87,0.49,0.49,2,0.24,24.2,0.0,1
21600.0,22200.0,-10547,,,,0,,,,0
21600.0,22200.0,-10548,,,,0,,,,0
21600.0,22200.0,-10549,,,,0,,,,0
21600.0,22200.0,-1055,15.34,7.63,7.63,49,2.63,0.74,0.0,48
21600.0,22200.0,-10550,,,,0,,,,0
21600.0,22200.0,-10551,,,,0,,,,0
21600.0,22200.0,-10552,,,,0,,,,0
21600.0,22200.0,-10553,,,,0,,,,0
21600.0,22200.0,-10554,9.76,0.17,0.17,0,0.09,35.33,0.0,1
21600.0,22200.0,-10555,9.78,0.18,0.18,1,0.08,8.24,0.0,1
21600.0,22200.0,-10556,,,,0,,,,0
21600.0,22200.0,-10557,,,,0,,,,0
21600.0,22200.0,-10558,,,,0,,,,0
21600.0,22200.0,-10559,,,,0,,,,0
21600.0,22200.0,-1056,18.54,3.91,3.91,42,1.9,7.55,0.0,41
21600.0,22200.0,-10560,,,,0,,,,0
21600.0,22200.0,-10561,,,,0,,,,0
21600.0,22200.0,-10562,8.77,0.2,0.2,1,0.09,20.4,0.0,1
21600.0,22200.0,-10563,7.31,0.23,0.23,1,0.11,17.35,0.0,0
21600.0,22200.0,-10564,7.79,0.43,0.43,2,0.2,7.64,0.0,0
21600.0,22200.0,-10565,,,,0,,,,0
21600.0,22200.0,-10566,9.84,0.14,0.14,0,0.07,15.14,0.0,1
21600.0,22200.0,-10567,,,,0,,,,0
21600.0,22200.0,-10568,13.99,0.12,0.12,1,0.06,13.05,0.0,1
21600.0,22200.0,-10569,7.12,0.19,0.19,0,0.09,34.02,0.0,1
21600.0,22200.0,-1057,18.09,4.67,4.67,48,2.23,5.07,0.0,48
21600.0,22200.0,-10570,7.0,0.24,0.24,1,0.12,39.4,0.0,1
21600.0,22200.0,-10571,7.92,0.43,0.43,1,0.21,15.97,0.0,2
21600.0,22200.0,-10572,,,,0,,,,0
21600.0,22200.0,-10573,8.39,0.2,0.2,1,0.1,22.13,0.0,0
21600.0,22200.0,-10574,,,,0,,,,0
21600.0,22200.0,-10575,,,,0,,,,0
21600.0,22200.0,-10576,,,,0,,,,0
21600.0,22200.0,-10577,7.14,0.25,0.25,1,0.11,8.25,0.0,1
21600.0,22200.0,-10578,16.44,3.15,3.15,29,1.51,8.79,0.0,31
21600.0,22200.0,-10579,,,,0,,,,0
21600.0,22200.0,-1058,11.74,12.23,6.11,81,2.99,17.66,372.0,85
21600.0,22200.0,-10580,17.5,1.94,1.94,20,0.95,15.49,0.0,20
21600.0,22200.0,-10581,,,,0,,,,0
21600.0,22200.0,-10582,15.05,0.9,0.9,8,0.44,20.51,0.0,7
21600.0,22200.0,-10583,13.64,1.24,1.24,9,0.61,31.3,78.0,10
21600.0,22200.0,-10584,18.29,0.1,0.1,1,0.05,46.15,0.0,1
21600.0,22200.0,-10585,15.78,0.33,0.33,3,0.16,9.12,0.0,3
21600.0,22200.0,-10586,7.49,0.47,0.47,2,0.22,14.41,0.0,2
21600.0,22200.0,-10587,,,,0,,,,0
21600.0,22200.0,-10588,,,,0,,,,0
21600.0,22200.0,-10589,16.79,0.89,0.89,8,0.42,5.79,0.0,9
21600.0,22200.0,-1059,20.55,7.32,3.66,85,1.82,30.77,0.0,92
21600.0,22200.0,-10590,16.75,1.05,1.05,9,0.44,1.54,0.0,8
21600.0,22200.0,-10591,11.39,2.48,2.48,16,1.02,5.56,21.0,16
21600.0,22200.0,-10592,2.24,18.41,18.41,17,6.84,5.98,66.0,16
21600.0,22200.0,-10593,16.2,0.43,0.43,4,0.21,35.62,0.0,5
21600.0,22200.0,-10594,14.69,0.57,0.57,4,0.23,1.27,0.0,4
21600.0,22200.0,-10595,9.34,0.19,0.19,1,0.09,12.58,0.0,1
21600.0,22200.0,-10596,9.58,0.25,0.25,1,0.09,1.25,0.0,1
21600.0,22200.0,-10597,8.04,0.21,0.21,1,0.1,91.19,0.0,1
21600.0,22200.0,-10598,7.92,0.21,0.21,1,0.1,3.7,0.0,0
21600.0,22200.0,-10599,6.9,0.77,0.77,3,0.36,11.81,0.0,3
21600.0,22200.0,-1060,17.58,3.04,3.04,31,1.51,41.49,0.0,32
21600.0,22200.0,-10600,7.34,0.7,0.7,3,0.34,27.98,0.0,3
21600.0,22200.0,-10601,,,,0,,,,0
21600.0,22200.0,-10602,,,,0,,,,0
21600.0,22200.0,-10603,7.41,0.46,0.46,2,0.22,18.48,0.0,1
21600.0,22200.0,-10604,7.85,0.21,0.21,1,0.11,33.43,0.0,0
21600.0,22200.0,-10605,6.51,0.38,0.38,1,0.14,1.61,0.0,1
21600.0,22200.0,-10606,8.06,0.28,0.28,1,0.1,1.72,0.0,1
21600.0,22200.0,-10607,12.37,0.28,0.28,2,0.13,8.21,0.0,2
21600.0,22200.0,-10608,16.51,0.27,0.27,2,0.08,0.43,0.0,1
21600.0,22200.0,-10609,,,,0,,,,0
21600.0,22200.0,-1061,15.55,99.53,99.53,34,1.82,0.01,0.0,34
21600.0,22200.0,-10610,,,,0,,,,0
21600.0,22200.0,-10611,,,,0,,,,0
21600.0,22200.0,-10612,,,,0,,,,0
21600.0,22200.0,-10613,12.23,0.04,0.04,0,0.02,40.55,0.0,1
21600.0,22200.0,-10614,13.58,0.15,0.15,1,0.08,45.26,0.0,2
21600.0,22200.0,-10615,,,,0,,,,0
21600.0,22200.0,-10616,5.58,0.38,0.38,1,0.14,3.45,0.0,1
21600.0,22200.0,-10617,15.91,0.53,0.53,5,0.26,29.51,0.0,5
21600.0,22200.0,-10618,,,,0,,,,0
21600.0,22200.0,-10619,19.17,2.09,2.09,22,0.99,5.82,0.0,23
21600.0,22200.0,-1062,17.01,3.9,3.9,38,1.89,10.9,0.0,39
21600.0,22200.0,-10620,20.93,0.65,0.65,8,0.32,8.68,0.0,7
21600.0,22200.0,-10621,,,,0,,,,0
21600.0,22200.0,-10622,5.87,7.34,7.34,18,2.66,1.94,0.0,18
21600.0,22200.0,-10623,22.24,0.35,0.35,4,0.17,28.47,0.0,5
21600.0,22200.0,-10624,21.74,0.3,0.3,3,0.14,5.65,0.0,4
21600.0,22200.0,-10625,6.92,0.24,0.24,1,0.12,103.12,0.0,0
21600.0,22200.0,-10626,12.7,2.47,2.47,16,1.1,3.73,0.0,17
21600.0,22200.0,-10627,10.35,2.83,2.83,16,1.28,4.65,0.0,16
21600.0,22200.0,-10628,15.45,2.64,2.64,23,1.42,15.94,0.0,24
21600.0,22200.0,-10629,16.54,1.75,1.75,16,0.81,3.6,0.0,16
21600.0,22200.0,-1063,17.52,3.42,3.42,35,1.69,21.25,0.0,36
21600.0,22200.0,-10630,5.12,0.61,0.61,1,0.16,1.29,0.0,1
21600.0,22200.0,-10631,,,,0,,,,0
21600.0,22200.0,-10632,,,,0,,,,0
21600.0,22200.0,-10633,,,,0,,,,0
21600.0,22200.0,-10634,2.03,0.81,0.81,1,0.29,8.98,0.0,0
21600.0,22200.0,-10635,8.65,0.21,0.21,1,0.09,6.57,0.0,1
21600.0,22200.0,-10636,,,,0,,,,0
21600.0,22200.0,-10637,9.9,0.34,0.34,1,0.17,18.85,0.0,1
21600.0,22200.0,-10638,,,,0,,,,0
21600.0,22200.0,-10639,7.32,0.23,0.23,1,0.11,24.87,0.0,0
21600.0,22200.0,-1064,15.34,0.22,0.22,2,0.11,13.34,0.0,2
21600.0,22200.0,-10640,,,,0,,,,0
21600.0,22200.0,-10641,7.92,0.65,0.65,3,0.31,21.11,0.0,3
21600.0,22200.0,-10642,7.78,0.65,0.65,3,0.31,11.21,0.0,1
21600.0,22200.0,-10643,,,,0,,,,0
21600.0,22200.0,-10644,9.32,0.18,0.18,1,0.09,16.73,0.0,0
21600.0,22200.0,-10645,2.81,0.02,0.02,0,0.0,14.7,0.0,1
21600.0,22200.0,-10646,16.25,2.94,2.94,28,1.45,12.51,0.0,28
21600.0,22200.0,-10647,7.88,1.31,1.31,6,0.63,18.27,0.0,5
21600.0,22200.0,-10648,2.48,7.19,7.19,9,3.36,11.53,64.0,9
21600.0,22200.0,-10649,8.54,0.2,0.2,1,0.1,16.01,0.0,1
21600.0,22200.0,-1065,15.25,0.22,0.22,1,0.11,18.87,0.0,2
21600.0,22200.0,-10650,,,,0,,,,0
21600.0,22200.0,-10651,8.45,0.21,0.21,0,0.1,12.88,0.0,1
21600.0,22200.0,-10652,8.39,0.41,0.41,1,0.19,13.69,0.0,2
21600.0,22200.0,-10653,8.19,0.2,0.2,1,0.1,46.11,0.0,0
21600.0,22200.0,-10654,8.97,1.72,1.72,8,0.83,18.31,53.0,9
21600.0,22200.0,-10655,14.5,3.07,3.07,8,0.46,0.15,0.0,8
21600.0,22200.0,-10656,,,,0,,,,0
21600.0,22200.0,-10657,14.94,0.92,0.92,7,0.42,3.68,0.0,9
21600.0,22200.0,-10658,,,,0,,,,0
21600.0,22200.0,-10659,16.23,0.88,0.88,8,0.41,4.46,0.0,8
21600.0,22200.0,-1066,14.22,0.19,0.19,1,0.09,14.55,0.0,2
21600.0,22200.0,-10660,16.35,0.84,0.84,8,0.41,12.46,0.0,8
21600.0,22200.0,-10661,7.31,0.24,0.24,0,0.11,12.73,0.0,1
21600.0,22200.0,-10662,,,,0,,,,0
21600.0,22200.0,-10663,7.47,0.46,0.46,2,0.22,12.34,0.0,1
21600.0,22200.0,-10664,,,,0,,,,0
21600.0,22200.0,-10665,,,,0,,,,0
21600.0,22200.0,-10666,,,,0,,,,0
21600.0,22200.0,-10667,,,,0,,,,0
21600.0,22200.0,-10668,,,,0,,,,0
21600.0,22200.0,-10669,7.68,0.23,0.23,1,0.11,16.93,0.0,1
21600.0,22200.0,-1067,14.96,0.46,0.46,4,0.21,7.49,0.0,3
21600.0,22200.0,-10670,7.46,0.23,0.23,1,0.11,26.82,0.0,1
21600.0,22200.0,-10671,,,,0,,,,0
21600.0,22200.0,-10672,9.34,0.18,0.18,1,0.09,41.56,0.0,1
21600.0,22200.0,-10673,9.01,0.19,0.19,1,0.09,12.25,0.0,1
21600.0,22200.0,-10674,,,,0,,,,0
21600.0,22200.0,-10675,7.27,0.19,0.19,0,0.1,91.46,0.0,1
21600.0,22200.0,-10676,,,,0,,,,0
21600.0,22200.0,-10677,,,,0,,,,0
21600.0,22200.0,-10678,,,,0,,,,0
21600.0,22200.0,-10679,,,,0,,,,0
21600.0,22200.0,-1068,12.84,0.4,0.4,3,0.19,23.49,1.0,3
21600.0,22200.0,-10680,,,,0,,,,0
21600.0,22200.0,-10681,8.6,0.59,0.59,3,0.5,25.61,0.0,2
21600.0,22200.0,-10682,,,,0,,,,0
21600.0,22200.0,-10683,,,,0,,,,0
21600.0,22200.0,-10684,,,,0,,,,0
21600.0,22200.0,-10685,8.33,0.2,0.2,1,0.1,54.43,0.0,1
21600.0,22200.0,-10686,8.31,0.2,0.2,1,0.1,31.89,0.0,1
21600.0,22200.0,-10687,8.38,0.2,0.2,1,0.1,29.16,0.0,1
21600.0,22200.0,-10688,8.0,0.21,0.21,1,0.1,19.68,0.0,1
21600.0,22200.0,-10689,,,,0,,,,0
21600.0,22200.0,-1069,20.29,0.25,0.25,3,0.12,13.59,0.0,3
21600.0,22200.0,-10690,,,,0,,,,0
21600.0,22200.0,-10691,,,,0,,,,0
21600.0,22200.0,-10692,,,,0,,,,0
21600.0,22200.0,-10693,7.03,0.48,0.48,2,0.23,20.04,0.0,1
21600.0,22200.0,-10694,7.69,0.89,0.89,4,0.43,21.01,0.0,4
21600.0,22200.0,-10695,7.79,1.69,1.69,6,0.81,16.84,0.0,8
21600.0,22200.0,-10696,6.36,0.26,0.26,1,0.13,21.31,0.0,0
21600.0,22200.0,-10697,,,,0,,,,0
21600.0,22200.0,-10698,7.11,0.7,0.7,2,0.34,22.02,1.0,2
21600.0,22200.0,-10699,,,,0,,,,0
21600.0,22200.0,-1070,16.57,0.41,0.41,4,0.2,12.53,0.0,4
21600.0,22200.0,-10700,7.73,0.9,0.9,4,0.43,10.22,0.0,3
21600.0,22200.0,-10701,5.93,0.41,0.41,1,0.18,5.01,0.0,0
21600.0,22200.0,-10702,6.48,0.8,0.8,3,0.38,13.34,3.0,2
21600.0,22200.0,-10703,15.42,0.33,0.33,3,0.16,25.66,0.0,3
21600.0,22200.0,-10704,9.64,0.64,0.64,3,0.25,2.41,0.0,3
21600.0,22200.0,-10705,8.22,0.62,0.62,2,0.29,13.41,0.0,2
21600.0,22200.0,-10706,,,,0,,,,0
21600.0,22200.0,-10707,16.48,0.33,0.33,3,0.16,22.43,0.0,3
21600.0,22200.0,-10708,15.31,0.45,0.45,3,0.22,10.33,0.0,4
21600.0,22200.0,-10709,,,,0,,,,0
21600.0,22200.0,-1071,17.76,2.83,2.83,28,1.4,25.19,0.0,29
21600.0,22200.0,-10710,,,,0,,,,0
21600.0,22200.0,-10711,,,,0,,,,0
21600.0,22200.0,-10712,,,,0,,,,0
21600.0,22200.0,-10713,8.14,0.41,0.41,2,0.2,42.69,0.0,1
21600.0,22200.0,-10714,9.42,0.18,0.18,1,0.09,12.94,0.0,1
21600.0,22200.0,-10715,,,,0,,,,0
21600.0,22200.0,-10716,10.19,0.16,0.16,1,0.08,54.5,0.0,1
21600.0,22200.0,-10717,8.57,0.22,0.22,1,0.1,4.27,0.0,1
21600.0,22200.0,-10718,,,,0,,,,0
21600.0,22200.0,-10719,16.37,1.55,1.55,14,0.71,3.51,0.0,14
21600.0,22200.0,-1072,18.41,0.28,0.28,3,0.13,6.06,0.0,2
21600.0,22200.0,-10720,16.95,1.3,1.3,13,0.64,16.24,0.0,13
21600.0,22200.0,-10721,,,,0,,,,0
21600.0,22200.0,-10722,11.29,6.45,6.45,41,3.32,6.81,0.0,39
21600.0,22200.0,-10723,13.7,4.81,4.81,38,2.61,10.64,0.0,38
21600.0,22200.0,-10724,,,,0,,,,0
21600.0,22200.0,-10725,,,,0,,,,0
