time,speed,acceleration,vehicle_ref,actorConfig_id,actorConfig_emissionClass,actorConfig_fuel,actorConfig_ref,actorConfig_vehicleClass
22002000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22003000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22004000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22005000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22006000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22007000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22008000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22009000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22010000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22011000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22012000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22013000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22014000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22015000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22016000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22017000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22018000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22019000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22020000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22021000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22022000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22023000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22024000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22025000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22026000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22027000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22028000,77,773,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22029000,169,913,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22030000,259,904,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22031000,355,958,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22032000,482,1275,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22033000,596,1136,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22034000,718,1227,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22035000,801,828,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22036000,928,1266,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22037000,1047,1194,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22038000,1123,758,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22039000,1222,987,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22040000,1337,1156,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22041000,1408,711,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22042000,1488,798,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22043000,1602,1140,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22044000,1696,937,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22045000,1690,-60,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22046000,1682,-76,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22047000,1676,-63,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22048000,1706,305,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22049000,1653,-533,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22050000,1654,15,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22051000,1666,115,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22052000,1668,20,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22053000,1701,327,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22054000,1678,-228,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22055000,1698,206,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22056000,1706,82,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22057000,1698,-84,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22058000,1663,-352,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22059000,1653,-97,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22060000,1682,294,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22061000,1698,158,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22062000,1713,154,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22063000,1682,-312,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22064000,1702,199,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22065000,1656,-456,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22066000,1703,469,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22067000,1649,-544,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22068000,1671,222,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22069000,1700,288,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22070000,1682,-179,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22071000,1658,-235,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22072000,1683,245,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22073000,1588,-943,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22074000,1181,-4067,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22075000,772,-4096,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22076000,405,-3668,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22077000,84,-3211,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22078000,11,-721,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22079000,1,-100,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22080000,0,-8,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22081000,0,-2,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22082000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22083000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22084000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22085000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22086000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22087000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22088000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22089000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22090000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22091000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22092000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22093000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22094000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22095000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22096000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22097000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22098000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22099000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22100000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22101000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22102000,83,834,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22103000,152,688,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22104000,248,954,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22105000,334,859,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22106000,416,823,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22107000,510,942,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22108000,593,833,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22109000,673,796,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22110000,769,957,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22111000,853,845,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22112000,957,1044,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22113000,1053,957,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22114000,1150,967,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22115000,1249,990,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22116000,1362,1131,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22117000,1476,1136,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22118000,1567,915,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22119000,1635,677,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22120000,1716,810,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22121000,1837,1211,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22122000,1935,975,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22123000,2010,755,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22124000,2082,717,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22125000,2178,963,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22126000,2233,547,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22127000,2205,-273,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22128000,2219,137,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22129000,2202,-174,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22130000,2225,231,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22131000,2246,213,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22132000,2227,-189,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22133000,2236,86,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22134000,2221,-143,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22135000,2222,10,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22136000,2233,106,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22137000,2230,-29,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22138000,2206,-240,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22139000,2257,508,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22140000,2257,1,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22141000,2194,-629,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22142000,2246,525,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22143000,2230,-163,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22144000,2197,-327,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22145000,2241,444,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22146000,2215,-261,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22147000,2237,222,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22148000,2224,-129,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22149000,2247,226,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22150000,2215,-320,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22151000,2241,262,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22152000,2214,-272,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22153000,1809,-4051,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22154000,1399,-4099,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22155000,1022,-3764,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22156000,632,-3902,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22157000,300,-3320,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22158000,340,405,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22159000,420,802,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22160000,506,852,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22161000,577,719,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22162000,665,872,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22163000,736,712,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22164000,831,948,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22165000,947,1167,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22166000,1037,901,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22167000,1127,893,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22168000,1207,808,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22169000,1275,677,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22170000,1367,918,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22171000,1442,750,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22172000,1538,963,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22173000,1628,901,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22174000,1723,941,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22175000,1835,1121,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22176000,1913,788,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22177000,2011,978,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22178000,2087,757,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22179000,1981,-1056,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22180000,1619,-3618,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22181000,1209,-4099,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22182000,814,-3951,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22183000,404,-4099,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22184000,13,-3912,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22185000,0,-124,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22186000,0,-1,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22187000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22188000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22189000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22190000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22191000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22192000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22193000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22194000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22195000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22196000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22197000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22198000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
22199000,0,0,trip151970020_06:06:00,5,Euro4,Gasoline,Gillig_102,Passenger
