time,speed,acceleration,vehicle_ref,actorConfig_id,actorConfig_emissionClass,actorConfig_fuel,actorConfig_ref,actorConfig_vehicleClass
21961000,0,-37,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21962000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21963000,101,1006,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21964000,186,856,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21965000,267,806,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21966000,370,1027,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21967000,485,1150,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21968000,576,917,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21969000,692,1150,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21970000,781,893,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21971000,878,976,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21972000,973,945,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21973000,1082,1090,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21974000,1209,1268,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21975000,1034,-1749,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21976000,624,-4099,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21977000,214,-4099,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21978000,10,-2036,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21979000,5,-48,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21980000,1,-37,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21981000,0,-9,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21982000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21983000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21984000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21985000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21986000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21987000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21988000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21989000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21990000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21991000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21992000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21993000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21994000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21995000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21996000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21997000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21998000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
21999000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22000000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22001000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22002000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22003000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22004000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22005000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22006000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22007000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22008000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22009000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22010000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22011000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22012000,118,1183,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22013000,184,654,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22014000,294,1098,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22015000,369,756,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22016000,454,854,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22017000,569,1146,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22018000,685,1161,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22019000,792,1065,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22020000,908,1160,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22021000,1002,940,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22022000,1080,784,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22023000,1181,1008,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22024000,1258,771,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22025000,1387,1288,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22026000,1346,-403,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22027000,1365,186,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22028000,1355,-96,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22029000,1377,214,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22030000,1372,-42,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22031000,1376,35,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22032000,1396,198,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22033000,1376,-197,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22034000,1350,-252,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22035000,1313,-376,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22036000,903,-4099,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22037000,493,-4099,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22038000,83,-4099,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22039000,26,-571,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22040000,5,-208,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22041000,1,-38,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22042000,0,-8,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22043000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22044000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22045000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22046000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22047000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22048000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22049000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22050000,92,917,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22051000,181,894,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22052000,271,895,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22053000,192,-787,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22054000,65,-1270,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22055000,0,-643,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22056000,0,-1,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22057000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22058000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22059000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22060000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22061000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22062000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22063000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22064000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22065000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22066000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22067000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22068000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22069000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22070000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22071000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22072000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22073000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22074000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22075000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22076000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22077000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22078000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22079000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22080000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22081000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22082000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22083000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22084000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22085000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22086000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22087000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22088000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22089000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22090000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22091000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22092000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22093000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22094000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22095000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22096000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22097000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22098000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22099000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22100000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22101000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22102000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22103000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22104000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22105000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22106000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22107000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22108000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22109000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22110000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22111000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22112000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22113000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22114000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22115000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22116000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22117000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22118000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22119000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22120000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22121000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22122000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22123000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22124000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22125000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22126000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22127000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22128000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22129000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22130000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22131000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22132000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22133000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22134000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22135000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22136000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22137000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22138000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22139000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22140000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22141000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22142000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22143000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22144000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22145000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22146000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22147000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22148000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22149000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22150000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22151000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22152000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22153000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22154000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22155000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22156000,43,431,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22157000,30,-128,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22158000,28,-17,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22159000,25,-29,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22160000,24,-15,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22161000,22,-20,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22162000,18,-36,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22163000,16,-15,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22164000,10,-63,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22165000,5,-46,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22166000,4,-15,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22167000,3,-4,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22168000,3,-6,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22169000,2,-8,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22170000,1,-7,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22171000,1,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22172000,1,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22173000,1,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22174000,0,-1,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22175000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22176000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22177000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22178000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22179000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22180000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22181000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22182000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22183000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22184000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22185000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22186000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22187000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22188000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22189000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22190000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22191000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22192000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22193000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22194000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22195000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22196000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22197000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22198000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
22199000,0,0,trip151732020_06:05:00,5,Euro4,Gasoline,Gillig_102,Passenger
