trip_id,id,type,busStop,lane,pos,parking,started,ended,delay,arrivalDelay,initialPersons,loadedPersons,unloadedPersons,initialContainers,loadedContainers,unloadedContainers,vid,start_time,gtfs_start_time,gtfs_end_time,first_stop_id,last_stop_id,route_id,block_id,block_name,start_diff
206862020,703,Gillig_108,1874,-862426393#4_0,240.95,0,24301.0,24302.00,1.00,1.00,0,1,0,0,0,0,703,20220111 06:49,24300,25200,1874,1565,DTS,3902,3302,1.0
205190020,506,Gillig_105,217,862060574#0_0,122.12,0,24320.0,24323.00,22.00,20.00,4,2,4,0,0,0,506,20220111 06:53,24300,26400,217,1351,10G,602,103,20.0
205172020,147,Gillig_101,145,-862070077#1_0,215.72,0,24330.0,24354.00,53.00,30.00,25,23,25,0,0,0,147,20220111 06:45,24300,26100,145,288,10G,102,101,30.0
206036020,126,Gillig_103,779,45468247#2_0,423.04,0,24357.0,25201.00,0.00,-843.00,1,0,0,0,0,0,126,20220111 06:58,25200,26400,779,12,28,3402,2801,843.0
205927020,134,Gillig_103,166,862116439#0_0,128.61,0,24420.0,24422.00,1021.00,1020.00,20,4,0,0,0,0,134,20220111 06:31,23400,24300,166,756,21,5202,405,1020.0
205928020,134,Gillig_103,166,862116439#0_0,128.61,0,24420.0,24422.00,1021.00,1020.00,20,4,0,0,0,0,134,20220111 07:05,25500,26400,166,756,21,5202,405,1080.0
206063020,727,Gillig_108,143,-19492902#2_0,109.57,0,24601.0,24602.00,1.00,1.00,0,0,0,0,0,0,727,20220111 06:53,24600,26100,143,730,2A,3202,201,1.0
204917020,146,Gillig_107,1351,861011659_0,111.30,0,24888.0,24901.00,0.00,-12.00,7,5,1,0,0,0,146,20220111 06:50,24900,26700,1351,95,1,702,104,12.0
205738020,111,Gillig_103,145,-861020835#3_0,130.93,0,24990.0,24992.00,91.00,90.00,5,0,4,0,0,0,111,20220111 06:57,24900,26700,145,1423,16,7202,903,90.0
205949020,134,Gillig_103,756,19511224#1_0,331.01,0,25193.0,25194.00,893.00,893.00,1,0,0,0,0,0,134,20220111 06:48,24300,25380,756,1351,21,5202,405,893.0
204949020,129,Gillig_103,95,861011637#0_0,92.77,0,25219.0,25220.00,19.00,19.00,0,0,0,0,0,0,129,20220111 06:55,25200,27300,95,145,1,802,105,19.0
205950020,134,Gillig_103,756,19511224#8_0,308.72,0,25228.0,25229.00,928.00,928.00,1,0,1,0,0,0,134,20220111 07:21,26400,27480,756,1351,21,5202,405,1172.0
206939020,703,Gillig_108,1566,45271084_0,126.91,0,25232.0,25233.00,32.00,32.00,2,0,0,0,0,0,703,20220111 07:01,25200,26100,1566,1874,33,3902,3302,32.0
205061020,123,Gillig_103,145,-862070077#1_0,215.71,0,25560.0,25579.00,78.00,60.00,23,15,23,0,0,0,123,20220111 07:05,25500,27300,145,217,10A,502,102,60.0
206799020,138,Gillig_102,1710,9520016_0,78.21,0,25841.0,25842.00,341.00,341.00,0,0,0,0,0,0,138,20220111 07:15,25500,27600,1710,145,9,7102,902,341.0
205251020,150,Gillig_101,1555,862070076#0_0,133.25,0,25882.0,25884.00,83.00,82.00,4,3,0,0,0,0,150,20220111 07:10,25800,27600,1555,1710,13,1202,1301,82.0
206085020,727,Gillig_108,730,-861020849#1_0,99.17,0,26119.0,26120.00,19.00,19.00,3,0,1,0,0,0,727,20220111 07:16,26100,27000,730,1565,2A,3202,201,19.0
206864020,703,Gillig_108,1874,-862426393#4_0,240.95,0,26135.0,26136.00,35.00,35.00,6,1,0,0,0,0,703,20220111 07:12,26100,27000,1874,1565,DTS,3902,3302,35.0
205078020,147,Gillig_101,288,-862060574#0_0,122.12,0,26221.0,26223.00,122.00,121.00,4,1,3,0,0,0,147,20220111 07:15,26100,27900,288,1351,10A,102,101,121.0
206132020,124,Gillig_103,1925,861288897#0_0,75.90,0,26296.0,26297.00,496.00,496.00,0,0,0,0,0,0,124,20220111 07:11,25800,28200,1925,1351,3,3702,302,496.0
206301020,501,Gillig_106,1351,862527355#0_0,129.32,0,26411.0,26412.00,1211.00,1211.00,2,0,0,0,0,0,501,20220111 07:00,25200,28800,1351,1876,4,5002,403,1211.0
206126020,113,Gillig_103,1351,862527355#0_0,129.32,0,26422.0,26423.00,22.00,22.00,2,1,1,0,0,0,113,20220111 07:20,26400,28500,1351,1925,3,3602,301,22.0
204916020,506,Gillig_105,1351,861011659_0,111.28,0,26443.0,26444.00,43.00,43.00,0,0,0,0,0,0,506,20220111 07:15,26400,28200,1351,95,1,602,103,43.0
205397020,144,Gillig_102,354,-19509210_0,249.72,0,26461.0,26462.00,1.00,1.00,0,0,0,0,0,0,144,20220111 07:15,26460,27600,354,413,14,1402,1401,1.0
206018020,126,Gillig_103,12,862116439#0_0,128.61,0,26465.0,26468.00,67.00,65.00,21,6,0,0,0,0,126,20220111 07:15,26400,27600,12,779,28,3402,2801,65.0
206777020,135,Gillig_102,354,-19509210_0,249.72,0,26471.0,26474.00,13.00,11.00,0,5,0,0,0,0,135,20220111 07:18,26460,28800,354,1710,9,7302,904,11.0
204948020,146,Gillig_107,95,861011637#0_0,92.77,0,26719.0,26720.00,19.00,19.00,2,0,0,0,0,0,146,20220111 07:20,26700,28800,95,145,1,702,104,19.0
205396020,143,Gillig_102,354,-19509210_0,249.72,0,26881.0,26883.00,2.00,1.00,0,3,0,0,0,0,143,20220111 07:22,26880,28020,354,413,14,1502,1402,1.0
206353020,504,Gillig_105,1883,785729520#20_0,1.96,0,27009.0,27010.00,9.00,9.00,2,1,0,0,0,0,504,20220111 07:25,27000,30600,1883,1351,4,4902,402,9.0
205762020,111,Gillig_103,509,862393022#0_0,101.15,0,27012.0,27013.00,312.00,312.00,1,0,0,0,0,0,111,20220111 07:28,26700,28800,509,1555,16,7202,903,312.0
206064020,727,Gillig_108,1565,-215313365#1_0,126.42,0,27019.0,27022.00,21.00,19.00,2,4,2,0,0,0,727,20220111 07:34,27000,27900,1565,730,2A,3202,201,19.0
206941020,703,Gillig_108,1566,45271084_0,126.95,0,27032.0,27033.00,32.00,32.00,0,0,0,0,0,0,703,20220111 07:33,27000,27900,1566,1874,33,3902,3302,32.0
205148020,154,Gillig_101,2235,-861308193#6_0,10.68,0,27054.0,27055.00,954.00,954.00,3,1,0,0,0,0,154,20220111 07:10,26100,30300,2235,2231,10C,202,1015,954.0
205925020,134,Gillig_103,166,-862116439#2_0,128.71,0,27193.0,27195.00,1694.00,1693.00,1,4,0,0,0,0,134,20220111 07:44,27900,28800,166,756,21,5202,405,707.0
205395020,140,Gillig_102,354,-19509210_0,249.70,0,27237.0,27301.00,0.00,-63.00,0,0,0,0,0,0,140,20220111 07:29,27300,28440,354,413,14,1602,1403,63.0
205189020,123,Gillig_103,217,862060574#0_0,122.11,0,27320.0,27327.00,26.00,20.00,9,5,9,0,0,0,123,20220111 07:30,27300,30600,217,354,10G,502,102,20.0
205171020,129,Gillig_103,145,-862070077#1_0,215.71,0,27334.0,27347.00,46.00,34.00,16,10,16,0,0,0,129,20220111 07:34,27300,29100,145,288,10G,802,105,34.0
206035020,126,Gillig_103,779,45468247#2_0,423.03,0,27576.0,27601.00,0.00,-24.00,0,0,0,0,0,0,126,20220111 07:40,27600,28800,779,12,28,3402,2801,24.0
205264020,150,Gillig_101,1710,9520016_0,78.24,0,27612.0,27613.00,12.00,12.00,0,0,0,0,0,0,150,20220111 07:40,27600,29400,1710,1589,13,1202,1301,12.0
205526020,144,Gillig_102,413,394075884#0_0,100.14,0,27619.0,27622.00,21.00,19.00,2,3,2,0,0,0,144,20220111 07:40,27600,28260,413,400,14,1402,1401,19.0
205737020,138,Gillig_102,145,-862070077#1_0,215.71,0,27630.0,27646.00,45.00,30.00,20,12,20,0,0,0,138,20220111 07:41,27600,29400,145,1423,16,7102,902,30.0
206866020,703,Gillig_108,1874,19492902#3_0,240.75,0,27873.0,27901.00,0.00,-27.00,13,4,13,0,0,0,703,20220111 07:43,27900,28800,1874,1565,DTS,3902,3302,27.0
204915020,147,Gillig_101,1351,861011659_0,111.31,0,27882.0,27901.00,0.00,-18.00,17,0,4,0,0,0,147,20220111 07:45,27900,29700,1351,95,1,102,101,18.0
206086020,727,Gillig_108,730,-861020846#6_0,85.50,0,27919.0,27920.00,19.00,19.00,3,1,0,0,0,0,727,20220111 07:47,27900,28800,730,1565,2A,3202,201,19.0
205947020,134,Gillig_103,756,19511224#8_0,308.71,0,28021.0,28022.00,1621.00,1621.00,3,0,2,0,0,0,134,20220111 08:00,28800,29880,756,1351,21,5202,405,779.0
205511020,143,Gillig_102,413,394075884#0_0,100.16,0,28039.0,28040.00,19.00,19.00,0,2,0,0,0,0,143,20220111 07:50,28020,28680,413,400,14,1502,1402,19.0
204947020,506,Gillig_105,95,861011637#0_0,92.77,0,28218.0,28219.00,18.00,18.00,3,0,0,0,0,0,506,20220111 07:45,28200,30300,95,145,1,602,103,18.0
205394020,144,Gillig_102,400,173777776#0_0,187.25,0,28244.0,28261.00,0.00,-16.00,1,0,0,0,0,0,144,20220111 07:47,28260,28860,400,413,14,1402,1401,16.0
205496020,140,Gillig_102,413,394075887#0_0,242.54,0,28570.0,28571.00,130.00,130.00,1,0,0,0,0,0,140,20220111 07:56,28440,29100,413,400,14,1602,1403,130.0
206133020,113,Gillig_103,1925,861288897#0_0,75.90,0,28655.0,28656.00,155.00,155.00,1,0,0,0,0,0,113,20220111 07:56,28500,32100,1925,690,3,3602,301,155.0
205380020,143,Gillig_102,400,173777776#0_0,187.25,0,28663.0,28681.00,0.00,-17.00,1,0,0,0,0,0,143,20220111 07:57,28680,29280,400,413,14,1502,1402,17.0
205653020,728,Gillig_108,143,-19492902#2_0,109.57,0,28801.0,28802.00,1.00,1.00,0,0,0,0,0,0,728,20220111 08:03,28800,30300,143,454,15A,1902,1501,1.0
206065020,727,Gillig_108,1565,-215313365#1_0,126.43,0,28810.0,28812.00,11.00,10.00,8,2,1,0,0,0,727,20220111 08:00,28800,29700,1565,730,2A,3202,201,10.0
206017020,126,Gillig_103,12,862116439#0_0,128.62,0,28811.0,28813.00,12.00,11.00,16,2,1,0,0,0,126,20220111 07:57,28800,30000,12,779,28,3402,2801,11.0
206943020,703,Gillig_108,1566,45271084_0,126.95,0,28833.0,28834.00,33.00,33.00,1,1,0,0,0,0,703,20220111 07:59,28800,29700,1566,1874,33,3902,3302,33.0
205060020,146,Gillig_107,145,-862070077#1_0,215.71,0,28854.0,28866.00,65.00,54.00,25,0,24,0,0,0,146,20220111 08:09,28800,30600,145,217,10A,702,104,54.0
204914020,145,Gillig_107,354,-19509210_0,249.72,0,28861.0,28863.00,2.00,1.00,0,3,0,0,0,0,145,20220111 07:58,28860,31200,354,95,1,902,106,1.0
205525020,144,Gillig_102,413,394075884#0_0,100.15,0,28880.0,28885.00,24.00,20.00,3,7,3,0,0,0,144,20220111 08:03,28860,29520,413,400,14,1402,1401,20.0
205261020,135,Gillig_102,1710,9520016_0,78.22,0,28888.0,28889.00,88.00,88.00,7,2,0,0,0,0,135,20220111 10:45,38700,40500,1710,1589,13,1302,1351,9812.0
206299020,120,Gillig_103,1351,862527355#0_0,129.33,0,28904.0,28905.00,104.00,104.00,4,0,0,0,0,0,120,20220111 08:00,28800,32400,1351,1876,4,4802,401,104.0
205141020,124,Gillig_103,1940,-862070077#1_0,215.72,0,28925.0,28939.00,138.00,125.00,4,25,2,0,0,0,124,20220111 07:57,28800,31200,1940,221,10C,3702,302,125.0
206776020,111,Gillig_103,1555,862070076#0_0,133.27,0,29040.0,29051.00,250.00,240.00,35,6,15,0,0,0,111,20220111 08:05,28800,30600,1555,1710,9,7202,903,240.0
205140020,136,Gillig_102,1940,-862070077#1_0,215.72,0,29067.0,29070.00,2069.00,2067.00,24,6,0,0,0,0,136,20220111 07:25,27000,29400,1940,221,10C,402,1018,2067.0
205366020,140,Gillig_102,400,173777776#0_0,187.24,0,29084.0,29101.00,0.00,-16.00,1,0,1,0,0,0,140,20220111 08:03,29100,29700,400,413,14,1602,1403,16.0
205911020,134,Gillig_103,166,-862116439#2_0,128.72,0,29194.0,29198.00,1297.00,1294.00,1,7,0,0,0,0,134,20220111 08:18,30000,30900,166,756,21,5202,405,806.0
205077020,129,Gillig_103,288,-862060574#0_0,122.09,0,29242.0,29245.00,144.00,142.00,5,2,3,0,0,0,129,20220111 08:06,29100,30900,288,1351,10A,802,105,142.0
205498020,143,Gillig_102,413,394075884#0_0,100.16,0,29298.0,29301.00,20.00,18.00,3,2,3,0,0,0,143,20220111 08:13,29280,29940,413,400,14,1502,1402,18.0
205250020,150,Gillig_101,1555,862070076#0_0,133.25,0,29422.0,29424.00,23.00,22.00,1,4,0,0,0,0,150,20220111 08:10,29400,31200,1555,1710,13,1202,1301,22.0
205393020,144,Gillig_102,400,173777776#0_0,187.23,0,29503.0,29521.00,0.00,-17.00,0,0,0,0,0,0,144,20220111 08:13,29520,30120,400,413,14,1402,1401,17.0
206344020,501,Gillig_106,1883,785729520#20_0,1.94,0,29638.0,29639.00,838.00,838.00,2,1,0,0,0,0,501,20220111 07:55,28800,32400,1883,1351,4,5002,403,838.0
204946020,147,Gillig_101,95,861011637#0_0,92.77,0,29718.0,29719.00,18.00,18.00,3,0,0,0,0,0,147,20220111 08:10,29700,31800,95,145,1,102,101,18.0
206087020,727,Gillig_108,730,-861020846#6_0,85.49,0,29719.0,29720.00,19.00,19.00,4,0,0,0,0,0,727,20220111 08:13,29700,30600,730,1565,2A,3202,201,19.0
205761020,138,Gillig_102,509,862393022#0_0,101.16,0,29719.0,29720.00,319.00,319.00,3,0,0,0,0,0,138,20220111 08:13,29400,31200,509,1555,16,7102,902,319.0
205495020,140,Gillig_102,413,394075884#0_0,100.15,0,29719.0,29725.00,24.00,19.00,4,8,4,0,0,0,140,20220111 08:17,29700,30360,413,400,14,1602,1403,19.0
206868020,703,Gillig_108,1874,-862426393#4_0,240.94,0,29734.0,29735.00,34.00,34.00,3,1,0,0,0,0,703,20220111 08:11,29700,30600,1874,1565,DTS,3902,3302,34.0
205379020,143,Gillig_102,400,173777776#0_0,187.25,0,29923.0,29941.00,0.00,-17.00,3,0,1,0,0,0,143,20220111 08:19,29940,30540,400,413,14,1502,1402,17.0
206034020,126,Gillig_103,779,45468247#2_0,423.04,0,29980.0,30001.00,0.00,-20.00,3,0,0,0,0,0,126,20220111 08:18,30000,31500,779,12,28,3402,2801,20.0
205524020,144,Gillig_102,413,394075884#0_0,100.16,0,30140.0,30147.00,26.00,20.00,3,11,3,0,0,0,144,20220111 08:23,30120,30780,413,400,14,1402,1401,20.0
205933020,134,Gillig_103,756,19511224#8_0,308.72,0,30180.0,30181.00,1380.00,1380.00,1,0,1,0,0,0,134,20220111 08:37,30900,31980,756,1351,21,5202,405,720.0
205668020,728,Gillig_108,454,862116449#1_0,42.68,0,30300.0,30301.00,0.00,0.00,1,0,1,0,0,0,728,20220111 08:20,30300,31800,454,143,15A,1902,1501,0.0
205170020,506,Gillig_105,145,-862070077#1_0,215.72,0,30330.0,30352.00,51.00,30.00,25,20,24,0,0,0,506,20220111 08:25,30300,32100,145,288,10G,602,103,30.0
205365020,140,Gillig_102,400,173777776#0_0,187.25,0,30345.0,30361.00,0.00,-15.00,1,0,1,0,0,0,140,20220111 08:25,30360,30960,400,413,14,1602,1403,15.0
205510020,143,Gillig_102,413,394075884#0_0,100.15,0,30559.0,30561.00,20.00,19.00,0,3,0,0,0,0,143,20220111 08:31,30540,31200,413,400,14,1502,1402,19.0
205188020,146,Gillig_107,217,862060574#0_0,122.11,0,30621.0,30622.00,21.00,21.00,3,0,1,0,0,0,146,20220111 08:25,30600,33600,217,354,10G,702,104,21.0
204908020,123,Gillig_103,354,-19509210_0,249.72,0,30630.0,41161.00,0.00,-10530.00,2,3,0,0,0,0,123,20220111 11:20,41160,43500,354,95,1,2502,152,10530.0
206945020,703,Gillig_108,1566,45271084_0,126.94,0,30631.0,30632.00,31.00,31.00,3,2,0,0,0,0,703,20220111 08:30,30600,31500,1566,1874,33,3902,3302,31.0
206066020,727,Gillig_108,1565,-215313365#1_0,126.41,0,30632.0,30636.00,35.00,32.00,8,6,1,0,0,0,727,20220111 08:30,30600,31500,1565,730,2A,3202,201,32.0
206300020,504,Gillig_105,1351,862527355#0_0,129.30,0,30669.0,30670.00,69.00,69.00,10,1,0,0,0,0,504,20220111 08:25,30600,34200,1351,1876,4,4902,402,69.0
205736020,135,Gillig_102,145,-861020835#3_0,130.91,0,30696.0,30699.00,98.00,96.00,9,2,3,0,0,0,135,20220111 08:51,30600,32400,145,1423,16,7302,904,96.0
205392020,144,Gillig_102,400,173777776#0_0,187.25,0,30765.0,30781.00,0.00,-15.00,14,0,0,0,0,0,144,20220111 08:29,30780,31380,400,413,14,1402,1401,15.0
206797020,111,Gillig_103,1710,9520016_0,78.23,0,30972.0,30973.00,372.00,372.00,1,0,0,0,0,0,111,20220111 08:32,30600,32400,1710,145,9,7202,903,372.0
204913020,129,Gillig_103,1351,862527355#0_0,129.31,0,30972.0,30974.00,73.00,72.00,10,3,0,0,0,0,129,20220111 08:33,30900,32700,1351,95,1,802,105,72.0
205494020,140,Gillig_102,413,394075884#0_0,100.14,0,30981.0,30982.00,21.00,21.00,2,0,2,0,0,0,140,20220111 08:37,30960,31620,413,400,14,1602,1403,21.0
205378020,143,Gillig_102,400,173777776#0_0,187.25,0,31184.0,31201.00,0.00,-16.00,2,1,0,0,0,0,143,20220111 08:41,31200,31800,400,413,14,1502,1402,16.0
205263020,150,Gillig_101,1710,9520016_0,78.24,0,31187.0,31201.00,0.00,-13.00,0,0,0,0,0,0,150,20220111 08:40,31200,33000,1710,1589,13,1202,1301,13.0
205920020,134,Gillig_103,166,-862116439#2_0,128.72,0,31334.0,31339.00,1338.00,1334.00,0,10,0,0,0,0,134,20220111 08:55,32100,33000,166,756,21,5202,405,766.0
205523020,144,Gillig_102,413,394075884#0_0,100.15,0,31407.0,31413.00,32.00,27.00,19,6,5,0,0,0,144,20220111 08:46,31380,32040,413,400,14,1402,1401,27.0
206870020,703,Gillig_108,1874,19492902#3_0,240.74,0,31466.0,31501.00,0.00,-34.00,2,3,2,0,0,0,703,20220111 08:41,31500,32400,1874,1565,DTS,3902,3302,34.0
206016020,126,Gillig_103,12,862116439#0_0,128.61,0,31508.0,31512.00,11.00,8.00,10,7,1,0,0,0,126,20220111 08:41,31500,32700,12,779,28,3402,2801,8.0
206088020,727,Gillig_108,730,-861020846#6_0,85.46,0,31518.0,31519.00,18.00,18.00,3,0,0,0,0,0,727,20220111 08:46,31500,32400,730,1565,2A,3202,201,18.0
206775020,138,Gillig_102,1555,862070076#0_0,133.28,0,31595.0,31603.00,402.00,395.00,32,1,15,0,0,0,138,20220111 08:44,31200,33000,1555,1710,9,7102,902,395.0
205364020,140,Gillig_102,400,173777776#0_0,187.25,0,31604.0,31621.00,0.00,-16.00,3,0,1,0,0,0,140,20220111 08:49,31620,32220,400,413,14,1602,1403,16.0
205509020,143,Gillig_102,413,394075884#0_0,100.15,0,31818.0,31822.00,21.00,18.00,0,7,0,0,0,0,143,20220111 08:51,31800,32460,413,400,14,1502,1402,18.0
205652020,728,Gillig_108,143,-861020835#4_0,108.58,0,31824.0,31825.00,24.00,24.00,0,0,0,0,0,0,728,20220111 09:04,31800,33300,143,454,15A,1902,1501,24.0
205059020,147,Gillig_101,145,-861020835#3_0,130.91,0,31838.0,31839.00,38.00,38.00,27,2,0,0,0,0,147,20220111 08:50,31800,33600,145,217,10A,102,101,38.0
205391020,144,Gillig_102,400,173777776#0_0,187.25,0,32024.0,32041.00,0.00,-16.00,0,0,0,0,0,0,144,20220111 08:54,32040,32640,400,413,14,1402,1401,16.0
205150020,124,Gillig_103,2235,-861308193#6_0,10.70,0,32059.0,32060.00,859.00,859.00,8,0,0,0,0,0,124,20220111 08:35,31200,34140,2235,1351,10C,3702,302,859.0
205068020,506,Gillig_105,288,-862060574#0_0,122.11,0,32201.0,32202.00,101.00,101.00,3,0,1,0,0,0,506,20220111 08:58,32100,33900,288,1351,10A,602,103,101.0
205942020,134,Gillig_103,756,19511224#8_0,308.73,0,32219.0,32220.00,1319.00,1319.00,1,0,0,0,0,0,134,20220111 09:11,33000,34800,756,690,21,5202,405,781.0
205493020,140,Gillig_102,413,394075884#0_0,100.15,0,32240.0,32243.00,22.00,20.00,3,3,3,0,0,0,140,20220111 09:00,32220,32880,413,400,14,1602,1403,20.0
206067020,727,Gillig_108,1565,-215313365#1_0,126.44,0,32427.0,32435.00,34.00,27.00,5,15,0,0,0,0,727,20220111 08:55,32400,33300,1565,730,2A,3202,201,27.0
206947020,703,Gillig_108,1566,45271084_0,126.95,0,32431.0,32432.00,31.00,31.00,1,0,0,0,0,0,703,20220111 08:59,32400,33300,1566,1874,33,3902,3302,31.0
205377020,143,Gillig_102,400,173777776#0_0,187.24,0,32445.0,32461.00,0.00,-15.00,0,1,0,0,0,0,143,20220111 09:04,32460,33060,400,413,14,1502,1402,15.0
205149020,136,Gillig_102,2235,-861308193#6_0,10.68,0,32478.0,32479.00,3078.00,3078.00,25,0,0,0,0,0,136,20220111 08:08,29400,33600,2235,2231,10C,402,1018,3078.0
205735020,111,Gillig_103,145,-861020835#3_0,130.93,0,32609.0,32614.00,213.00,209.00,22,5,4,0,0,0,111,20220111 08:57,32400,34200,145,1423,16,7202,903,209.0
205522020,144,Gillig_102,413,394075884#0_0,100.15,0,32660.0,32661.00,20.00,20.00,1,1,1,0,0,0,144,20220111 09:03,32640,33300,413,400,14,1402,1401,20.0
206033020,126,Gillig_103,779,45468247#2_0,423.04,0,32674.0,32701.00,0.00,-26.00,6,0,0,0,0,0,126,20220111 09:03,32700,34200,779,12,28,3402,2801,26.0
204944020,129,Gillig_103,95,861011637#0_0,92.76,0,32719.0,32720.00,19.00,19.00,20,1,0,0,0,0,129,20220111 09:03,32700,34800,95,145,1,802,105,19.0
205760020,135,Gillig_102,2086,862393022#0_0,101.17,0,32754.0,32755.00,354.00,354.00,3,0,0,0,0,0,135,20220111 09:00,32400,35400,2086,354,16,7302,904,354.0
205363020,140,Gillig_102,400,173777776#0_0,187.25,0,32866.0,32881.00,0.00,-14.00,0,1,0,0,0,0,140,20220111 09:09,32880,33480,400,413,14,1602,1403,14.0
206298020,501,Gillig_106,1351,862527355#0_0,129.33,0,32914.0,32915.00,514.00,514.00,1,0,0,0,0,0,501,20220111 09:00,32400,36000,1351,1876,4,5002,403,514.0
205249020,150,Gillig_101,1555,862070076#0_0,133.28,0,33021.0,33022.00,21.00,21.00,1,2,0,0,0,0,150,20220111 09:13,33000,34800,1555,1710,13,1202,1301,21.0
205508020,143,Gillig_102,413,394075884#0_0,100.15,0,33080.0,33083.00,22.00,20.00,0,5,0,0,0,0,143,20220111 09:16,33060,33720,413,400,14,1502,1402,20.0
205390020,144,Gillig_102,400,173777776#0_0,187.24,0,33284.0,33301.00,0.00,-16.00,2,0,1,0,0,0,144,20220111 09:13,33300,33900,400,413,14,1402,1401,16.0
205667020,728,Gillig_108,454,862116449#1_0,42.67,0,33301.0,33302.00,1.00,1.00,0,0,0,0,0,0,728,20220111 09:18,33300,34800,454,143,15A,1902,1501,1.0
206089020,727,Gillig_108,730,-861020846#6_0,85.50,0,33318.0,33319.00,18.00,18.00,4,0,0,0,0,0,727,20220111 09:15,33300,34200,730,1565,2A,3202,201,18.0
206872020,703,Gillig_108,1874,-862426393#4_0,240.94,0,33333.0,33334.00,33.00,33.00,3,1,0,0,0,0,703,20220111 09:10,33300,34200,1874,1565,DTS,3902,3302,33.0
205169020,145,Gillig_107,145,-861020835#3_0,130.91,0,33419.0,33422.00,121.00,119.00,4,4,2,0,0,0,145,20220111 09:17,33300,35100,145,288,10G,902,106,119.0
205492020,140,Gillig_102,413,394075884#0_0,100.12,0,33501.0,33502.00,21.00,21.00,1,1,1,0,0,0,140,20220111 09:20,33480,34140,413,400,14,1602,1403,21.0
205187020,147,Gillig_101,217,862060574#0_0,122.11,0,33621.0,33623.00,22.00,21.00,32,0,4,0,0,0,147,20220111 09:15,33600,35400,217,1351,10G,102,101,21.0
205376020,143,Gillig_102,400,173777776#0_0,187.24,0,33704.0,33721.00,0.00,-16.00,0,0,0,0,0,0,143,20220111 09:24,33720,34320,400,413,14,1502,1402,16.0
206792020,138,Gillig_102,1710,9520016_0,78.21,0,33763.0,33764.00,763.00,763.00,5,0,0,0,0,0,138,20220111 09:18,33000,34800,1710,145,9,7102,902,763.0
205521020,144,Gillig_102,413,394075884#0_0,100.15,0,33921.0,33922.00,21.00,21.00,1,1,1,0,0,0,144,20220111 09:25,33900,34560,413,400,14,1402,1401,21.0
204912020,506,Gillig_105,1351,862527355#0_0,129.31,0,33936.0,33937.00,36.00,36.00,7,1,1,0,0,0,506,20220111 09:20,33900,35700,1351,95,1,602,103,36.0
205362020,140,Gillig_102,400,173777776#0_0,187.22,0,34124.0,34141.00,0.00,-16.00,1,0,0,0,0,0,140,20220111 09:33,34140,34740,400,413,14,1602,1403,16.0
206949020,703,Gillig_108,1566,45271084_0,126.93,0,34231.0,34232.00,31.00,31.00,0,0,0,0,0,0,703,20220111 09:28,34200,35100,1566,1874,33,3902,3302,31.0
206015020,126,Gillig_103,12,862116439#0_0,128.61,0,34252.0,34254.00,53.00,52.00,13,1,2,0,0,0,126,20220111 09:25,34200,35700,12,779,28,3402,2801,52.0
206068020,727,Gillig_108,1565,-215313365#1_0,126.44,0,34263.0,34266.00,65.00,63.00,10,5,0,0,0,0,727,20220111 09:30,34200,35100,1565,730,2A,3202,201,63.0
205507020,143,Gillig_102,413,394075884#0_0,100.15,0,34339.0,34342.00,21.00,19.00,2,3,2,0,0,0,143,20220111 09:33,34320,34980,413,400,14,1502,1402,19.0
205247020,135,Gillig_102,1555,862070076#0_0,133.27,0,34528.0,34529.00,328.00,328.00,20,2,0,0,0,0,135,20220111 11:16,40500,42300,1555,1710,13,1302,1351,5972.0
205246020,135,Gillig_102,1555,862070076#0_0,133.27,0,34528.0,34529.00,328.00,328.00,20,2,0,0,0,0,135,20220111 12:22,44100,45900,1555,1710,13,1302,1351,9572.0
205389020,144,Gillig_102,400,173777776#0_0,187.24,0,34543.0,34561.00,0.00,-17.00,0,0,0,0,0,0,144,20220111 09:38,34560,35160,400,413,14,1402,1401,17.0
205759020,111,Gillig_103,509,862393022#0_0,101.16,0,34573.0,34574.00,373.00,373.00,8,0,0,0,0,0,111,20220111 09:29,34200,36300,509,1555,16,7202,903,373.0
205491020,140,Gillig_102,413,394075884#0_0,100.16,0,34760.0,34764.00,23.00,20.00,5,4,4,0,0,0,140,20220111 09:42,34740,35400,413,400,14,1602,1403,20.0
205651020,728,Gillig_108,143,-861020835#4_0,108.57,0,34825.0,34826.00,25.00,25.00,0,0,0,0,0,0,728,20220111 09:51,34800,36300,143,454,15A,1902,1501,25.0
205262020,150,Gillig_101,1710,9520016_0,78.24,0,34830.0,34831.00,30.00,30.00,0,0,0,0,0,0,150,20220111 09:40,34800,37200,1710,690,13,1202,1301,30.0
205058020,129,Gillig_103,145,-861020835#3_0,130.94,0,34840.0,34841.00,40.00,40.00,35,0,0,0,0,0,129,20220111 09:41,34800,36600,145,217,10A,802,105,40.0
205375020,143,Gillig_102,400,173777776#0_0,187.24,0,34963.0,34981.00,0.00,-17.00,3,0,2,0,0,0,143,20220111 09:40,34980,35580,400,413,14,1502,1402,17.0
206090020,727,Gillig_108,730,-861020846#6_0,85.49,0,35119.0,35120.00,19.00,19.00,5,0,0,0,0,0,727,20220111 09:46,35100,36000,730,1565,2A,3202,201,19.0
206874020,703,Gillig_108,1874,-862426393#4_0,240.94,0,35133.0,35134.00,33.00,33.00,5,0,0,0,0,0,703,20220111 09:40,35100,36000,1874,1565,DTS,3902,3302,33.0
