trip_id,vid,vehicle_type,vehicle_actual_name,fuel_type,gtfs_trip_id,gtfs_time_start,gtfs_time_end
205354,140,Gillig_102,Gillig HF 2006,diesel,205354,12:17:00,12:27:00
206889,703,Gillig_108,BYD_BEV,electric,206889,12:20:00,12:35:00
205073,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205073,12:20:00,12:50:00
205246,135,Gillig_102,Gillig HF 2006,diesel,205246,12:15:00,12:45:00
205381,144,Gillig_102,Gillig HF 2006,diesel,205381,12:24:00,12:34:00
206040,134,Gillig_103,Gillig HF 35' 2002,diesel,206040,12:25:00,12:50:00
205500,143,Gillig_102,Gillig HF 2006,diesel,205500,12:20:00,12:31:00
205755,138,Gillig_102,Gillig HF 2006,diesel,205755,12:20:00,12:55:00
206294,112,Gillig_103,Gillig HF 35' 2002,diesel,206294,11:45:00,12:45:00
205483,140,Gillig_102,Gillig HF 2006,diesel,205483,12:27:00,12:37:00
206057,727,Gillig_108,BYD_BEV,electric,206057,12:30:00,12:45:00
206293,752,Gillig_108,BYD_BEV,electric,206293,12:30:00,13:30:00
205750,136,Gillig_102,Gillig HF 2006,diesel,205750,12:25:00,13:00:00
205368,143,Gillig_102,Gillig HF 2006,diesel,205368,12:31:00,12:41:00
206966,703,Gillig_108,BYD_BEV,electric,206966,12:35:00,12:50:00
205512,144,Gillig_102,Gillig HF 2006,diesel,205512,12:34:00,12:44:00
205053,124,Gillig_103,Gillig HF 35' 2002,diesel,205053,12:41:00,13:25:00
205328,140,Gillig_102,Gillig HF 2006,diesel,205328,12:37:00,12:47:00
205353,144,Gillig_102,Gillig HF 2006,diesel,205353,12:44:00,12:54:00
205499,143,Gillig_102,Gillig HF 2006,diesel,205499,12:41:00,12:51:00
205165,123,Gillig_103,Gillig HF 35' 2002,diesel,205165,12:40:00,13:10:00
206079,727,Gillig_108,BYD_BEV,electric,206079,12:45:00,13:00:00
204905,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204905,12:55:03,12:57:40
206292,129,Gillig_103,Gillig HF 35' 2002,diesel,206292,12:51:00,14:00:00
206337,112,Gillig_103,Gillig HF 35' 2002,diesel,206337,12:45:00,13:45:00
206789,111,Gillig_103,Gillig HF 35' 2002,diesel,206789,12:45:00,13:15:00
205259,135,Gillig_102,Gillig HF 2006,diesel,205259,12:45:00,13:15:00
205458,140,Gillig_102,Gillig HF 2006,diesel,205458,12:47:00,12:57:00
205331,143,Gillig_102,Gillig HF 2006,diesel,205331,12:51:00,13:01:00
206892,703,Gillig_108,BYD_BEV,electric,206892,12:50:00,13:05:00
206024,134,Gillig_103,Gillig HF 35' 2002,diesel,206024,12:50:00,13:15:00
205482,144,Gillig_102,Gillig HF 2006,diesel,205482,12:54:00,13:04:00
207274,147,Gillig_101,Gillig LF 35' 2014,diesel,207274,13:00:00,13:15:00
205327,140,Gillig_102,Gillig HF 2006,diesel,205327,12:57:00,13:07:00
204941,146,Gillig_107,Gillig LF 37' 2009,diesel,204941,13:00:00,13:35:00
205460,143,Gillig_102,Gillig HF 2006,diesel,205460,13:01:00,13:11:00
205352,144,Gillig_102,Gillig HF 2006,diesel,205352,13:04:00,13:14:00
205765,136,Gillig_102,Gillig HF 2006,diesel,205765,13:00:00,13:35:00
206056,727,Gillig_108,BYD_BEV,electric,206056,13:00:00,13:15:00
206327,120,Gillig_103,Gillig HF 35' 2002,diesel,206327,13:00:00,14:20:00
206969,703,Gillig_108,BYD_BEV,electric,206969,13:05:00,13:20:00
206769,138,Gillig_102,Gillig HF 2006,diesel,206769,12:55:00,13:25:00
205433,140,Gillig_102,Gillig HF 2006,diesel,205433,13:07:00,13:17:00
205330,143,Gillig_102,Gillig HF 2006,diesel,205330,13:11:00,13:21:00
206270,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,206270,13:15:00,14:15:00
205749,111,Gillig_103,Gillig HF 35' 2002,diesel,205749,13:15:00,13:50:00
205326,140,Gillig_102,Gillig HF 2006,diesel,205326,13:17:00,13:27:00
205481,144,Gillig_102,Gillig HF 2006,diesel,205481,13:14:00,13:24:00
206895,703,Gillig_108,BYD_BEV,electric,206895,13:20:00,13:35:00
205142,150,Gillig_101,Gillig LF 35' 2014,diesel,205142,13:16:00,14:10:00
206041,134,Gillig_103,Gillig HF 35' 2002,diesel,206041,13:15:00,13:40:00
205241,135,Gillig_102,Gillig HF 2006,diesel,205241,13:15:00,13:45:00
207275,147,Gillig_101,Gillig LF 35' 2014,diesel,207275,13:15:00,13:45:00
206078,727,Gillig_108,BYD_BEV,electric,206078,13:15:00,13:30:00
205069,123,Gillig_103,Gillig HF 35' 2002,diesel,205069,13:10:00,13:30:00
205459,143,Gillig_102,Gillig HF 2006,diesel,205459,13:21:00,13:31:00
205921,113,Gillig_103,Gillig HF 35' 2002,diesel,205921,13:21:00,13:45:00
204940,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204940,13:25:00,14:00:00
206336,752,Gillig_108,BYD_BEV,electric,206336,13:30:00,14:30:00
205182,124,Gillig_103,Gillig HF 35' 2002,diesel,205182,13:25:00,14:00:00
206283,154,Gillig_101,Gillig LF 35' 2014,diesel,206283,12:45:00,13:45:00
205351,144,Gillig_102,Gillig HF 2006,diesel,205351,13:24:00,13:34:00
205329,143,Gillig_102,Gillig HF 2006,diesel,205329,13:31:00,13:41:00
205432,140,Gillig_102,Gillig HF 2006,diesel,205432,13:27:00,13:37:00
206055,727,Gillig_108,BYD_BEV,electric,206055,13:30:00,13:45:00
205164,146,Gillig_107,Gillig LF 37' 2009,diesel,205164,13:35:00,14:05:00
206972,703,Gillig_108,BYD_BEV,electric,206972,13:35:00,13:50:00
206768,136,Gillig_102,Gillig HF 2006,diesel,206768,13:35:00,14:05:00
205325,140,Gillig_102,Gillig HF 2006,diesel,205325,13:37:00,13:47:00
205480,144,Gillig_102,Gillig HF 2006,diesel,205480,13:34:00,13:44:00
204904,123,Gillig_103,Gillig HF 35' 2002,diesel,204904,13:40:00,13:49:41
206794,138,Gillig_102,Gillig HF 2006,diesel,206794,13:25:00,13:55:00
206325,154,Gillig_101,Gillig LF 35' 2014,diesel,206325,13:45:00,15:05:00
205191,133,Gillig_103,Gillig HF 35' 2002,diesel,205191,13:50:00,14:25:00
206025,134,Gillig_103,Gillig HF 35' 2002,diesel,206025,13:40:00,14:05:00
205431,143,Gillig_102,Gillig HF 2006,diesel,205431,13:41:00,13:51:00
205350,144,Gillig_102,Gillig HF 2006,diesel,205350,13:44:00,13:54:00
205777,111,Gillig_103,Gillig HF 35' 2002,diesel,205777,13:50:00,14:40:00
206898,703,Gillig_108,BYD_BEV,electric,206898,13:50:00,14:05:00
205412,140,Gillig_102,Gillig HF 2006,diesel,205412,13:47:00,13:57:00
206281,112,Gillig_103,Gillig HF 35' 2002,diesel,206281,13:45:00,14:45:00
205258,135,Gillig_102,Gillig HF 2006,diesel,205258,13:45:00,14:15:00
205324,143,Gillig_102,Gillig HF 2006,diesel,205324,13:51:00,14:01:00
206290,145,Gillig_107,Gillig LF 37' 2009,diesel,206290,13:56:00,15:05:00
206077,727,Gillig_108,BYD_BEV,electric,206077,13:45:00,14:00:00
205943,113,Gillig_103,Gillig HF 35' 2002,diesel,205943,13:45:00,14:03:00
206767,126,Gillig_103,Gillig HF 35' 2002,diesel,206767,13:51:00,14:30:00
205305,140,Gillig_102,Gillig HF 2006,diesel,205305,13:57:00,14:07:00
205479,144,Gillig_102,Gillig HF 2006,diesel,205479,13:54:00,14:04:00
204903,124,Gillig_103,Gillig HF 35' 2002,diesel,204903,14:01:46,14:08:20
206335,129,Gillig_103,Gillig HF 35' 2002,diesel,206335,14:00:00,15:20:00
206042,134,Gillig_103,Gillig HF 35' 2002,diesel,206042,14:05:00,14:30:00
205163,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205163,14:00:00,14:30:00
205430,143,Gillig_102,Gillig HF 2006,diesel,205430,14:01:00,14:11:00
206054,727,Gillig_108,BYD_BEV,electric,206054,14:00:00,14:15:00
206975,703,Gillig_108,BYD_BEV,electric,206975,14:05:00,14:20:00
205349,144,Gillig_102,Gillig HF 2006,diesel,205349,14:04:00,14:14:00
205730,138,Gillig_102,Gillig HF 2006,diesel,205730,13:55:00,14:30:00
205052,147,Gillig_101,Gillig LF 35' 2014,diesel,205052,14:11:00,14:55:00
206788,136,Gillig_102,Gillig HF 2006,diesel,206788,14:05:00,14:35:00
205411,140,Gillig_102,Gillig HF 2006,diesel,205411,14:07:00,14:17:00
205072,146,Gillig_107,Gillig LF 37' 2009,diesel,205072,14:05:00,14:35:00
205323,143,Gillig_102,Gillig HF 2006,diesel,205323,14:11:00,14:21:00
205919,113,Gillig_103,Gillig HF 35' 2002,diesel,205919,14:05:00,14:25:00
204939,123,Gillig_103,Gillig HF 35' 2002,diesel,204939,14:15:00,15:00:00
205478,144,Gillig_102,Gillig HF 2006,diesel,205478,14:14:00,14:24:00
206314,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,206314,14:15:00,15:20:00
205304,140,Gillig_102,Gillig HF 2006,diesel,205304,14:17:00,14:27:00
206076,727,Gillig_108,BYD_BEV,electric,206076,14:15:00,14:45:00
205913,119,Gillig_103,Gillig HF 35' 2002,diesel,205913,14:16:00,14:40:00
205429,143,Gillig_102,Gillig HF 2006,diesel,205429,14:21:00,14:31:00
206279,133,Gillig_103,Gillig HF 35' 2002,diesel,206279,14:25:00,15:25:00
205245,135,Gillig_102,Gillig HF 2006,diesel,205245,14:15:00,14:45:00
205410,140,Gillig_102,Gillig HF 2006,diesel,205410,14:27:00,14:37:00
205348,144,Gillig_102,Gillig HF 2006,diesel,205348,14:24:00,14:34:00
205322,143,Gillig_102,Gillig HF 2006,diesel,205322,14:31:00,14:41:00
205941,113,Gillig_103,Gillig HF 35' 2002,diesel,205941,14:25:00,14:45:00
204902,146,Gillig_107,Gillig LF 37' 2009,diesel,204902,14:35:00,14:55:00
204938,124,Gillig_103,Gillig HF 35' 2002,diesel,204938,14:35:00,15:10:00
206026,134,Gillig_103,Gillig HF 35' 2002,diesel,206026,14:30:00,14:55:00
206053,725,Gillig_108,BYD_BEV,electric,206053,14:15:00,14:45:00
205748,136,Gillig_102,Gillig HF 2006,diesel,205748,14:35:00,15:10:00
205477,144,Gillig_102,Gillig HF 2006,diesel,205477,14:34:00,14:44:00
205303,140,Gillig_102,Gillig HF 2006,diesel,205303,14:37:00,14:47:00
206766,752,Gillig_108,BYD_BEV,electric,206766,14:30:00,15:00:00
205754,138,Gillig_102,Gillig HF 2006,diesel,205754,14:30:00,15:20:00
205747,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205747,14:46:00,15:35:00
206323,112,Gillig_103,Gillig HF 35' 2002,diesel,206323,14:45:00,16:05:00
205071,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205071,14:30:00,15:00:00
205428,143,Gillig_102,Gillig HF 2006,diesel,205428,14:41:00,14:51:00
205151,150,Gillig_101,Gillig LF 35' 2014,diesel,205151,14:10:00,15:20:00
205347,144,Gillig_102,Gillig HF 2006,diesel,205347,14:44:00,14:54:00
206075,725,Gillig_108,BYD_BEV,electric,206075,14:45:00,15:00:00
205409,140,Gillig_102,Gillig HF 2006,diesel,205409,14:47:00,14:57:00
205912,120,Gillig_103,Gillig HF 35' 2002,diesel,205912,14:51:00,15:15:00
206271,113,Gillig_103,Gillig HF 35' 2002,diesel,206271,14:45:00,15:45:00
205321,143,Gillig_102,Gillig HF 2006,diesel,205321,14:51:00,15:01:00
205257,135,Gillig_102,Gillig HF 2006,diesel,205257,14:45:00,15:15:00
206043,134,Gillig_103,Gillig HF 35' 2002,diesel,206043,14:55:00,15:20:00
205302,140,Gillig_102,Gillig HF 2006,diesel,205302,14:57:00,15:07:00
205476,144,Gillig_102,Gillig HF 2006,diesel,205476,14:54:00,15:04:00
205935,119,Gillig_103,Gillig HF 35' 2002,diesel,205935,14:40:00,15:00:00
204901,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204901,15:03:44,15:09:23
206765,152,Gillig_101,Gillig LF 35' 2014,diesel,206765,15:01:00,15:40:00
206333,145,Gillig_107,Gillig LF 37' 2009,diesel,206333,15:05:00,16:05:00
206052,725,Gillig_108,BYD_BEV,electric,206052,15:00:00,15:15:00
205427,143,Gillig_102,Gillig HF 2006,diesel,205427,15:01:00,15:11:00
206786,752,Gillig_108,BYD_BEV,electric,206786,15:00:00,15:30:00
205346,144,Gillig_102,Gillig HF 2006,diesel,205346,15:04:00,15:14:00
205181,147,Gillig_101,Gillig LF 35' 2014,diesel,205181,14:55:00,15:30:00
205408,140,Gillig_102,Gillig HF 2006,diesel,205408,15:07:00,15:17:00
204937,146,Gillig_107,Gillig LF 37' 2009,diesel,204937,15:10:00,15:45:00
206289,119,Gillig_103,Gillig HF 35' 2002,diesel,206289,15:00:00,16:00:00
205776,136,Gillig_102,Gillig HF 2006,diesel,205776,15:10:00,15:45:00
205320,143,Gillig_102,Gillig HF 2006,diesel,205320,15:11:00,15:21:00
205162,124,Gillig_103,Gillig HF 35' 2002,diesel,205162,15:10:00,15:40:00
205475,144,Gillig_102,Gillig HF 2006,diesel,205475,15:14:00,15:24:00
205915,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205915,15:20:00,15:40:00
206074,725,Gillig_108,BYD_BEV,electric,206074,15:15:00,15:30:00
206787,126,Gillig_103,Gillig HF 35' 2002,diesel,206787,14:30:00,15:10:00
206321,133,Gillig_103,Gillig HF 35' 2002,diesel,206321,15:25:00,16:45:00
205934,120,Gillig_103,Gillig HF 35' 2002,diesel,205934,15:15:00,15:30:00
205345,144,Gillig_102,Gillig HF 2006,diesel,205345,15:24:00,15:34:00
205426,143,Gillig_102,Gillig HF 2006,diesel,205426,15:21:00,15:31:00
206051,725,Gillig_108,BYD_BEV,electric,206051,15:30:00,15:45:00
205244,135,Gillig_102,Gillig HF 2006,diesel,205244,15:15:00,15:45:00
206287,132,Gillig_103,Gillig HF 35' 2002,diesel,206287,15:36:00,16:45:00
204900,147,Gillig_101,Gillig LF 35' 2014,diesel,204900,15:30:51,15:38:20
205746,120,Gillig_103,Gillig HF 35' 2002,diesel,205746,15:30:00,16:05:00
206027,134,Gillig_103,Gillig HF 35' 2002,diesel,206027,15:20:00,15:45:00
205319,143,Gillig_102,Gillig HF 2006,diesel,205319,15:31:00,15:41:00
205775,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205775,15:35:00,16:10:00
204936,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204936,15:35:00,16:10:00
206759,752,Gillig_108,BYD_BEV,electric,206759,15:40:00,16:10:00
205474,144,Gillig_102,Gillig HF 2006,diesel,205474,15:34:00,15:44:00
205301,140,Gillig_102,Gillig HF 2006,diesel,205301,15:17:00,15:27:00
205937,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205937,15:40:00,15:55:00
205425,143,Gillig_102,Gillig HF 2006,diesel,205425,15:41:00,15:51:00
206793,152,Gillig_101,Gillig LF 35' 2014,diesel,206793,15:40:00,16:10:00
205051,146,Gillig_107,Gillig LF 37' 2009,diesel,205051,15:45:00,16:15:00
205914,137,Gillig_102,Gillig HF 2006,diesel,205914,15:51:00,16:15:00
206332,113,Gillig_103,Gillig HF 35' 2002,diesel,206332,15:45:00,16:45:00
205407,140,Gillig_102,Gillig HF 2006,diesel,205407,15:27:00,15:37:00
205138,130,Gillig_103,Gillig HF 35' 2002,diesel,205138,15:51:00,16:45:00
205344,144,Gillig_102,Gillig HF 2006,diesel,205344,15:44:00,15:54:00
205318,143,Gillig_102,Gillig HF 2006,diesel,205318,15:51:00,16:01:00
205139,136,Gillig_102,Gillig HF 2006,diesel,205139,15:50:00,16:25:00
206073,725,Gillig_108,BYD_BEV,electric,206073,15:45:00,16:00:00
205070,124,Gillig_103,Gillig HF 35' 2002,diesel,205070,15:40:00,16:30:00
205300,140,Gillig_102,Gillig HF 2006,diesel,205300,15:37:00,15:47:00
204899,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204899,16:07:58,16:35:00
205473,144,Gillig_102,Gillig HF 2006,diesel,205473,15:54:00,16:04:00
204935,147,Gillig_101,Gillig LF 35' 2014,diesel,204935,16:05:00,16:40:00
205256,135,Gillig_102,Gillig HF 2006,diesel,205256,15:45:00,16:15:00
206050,725,Gillig_108,BYD_BEV,electric,206050,16:00:00,16:15:00
206125,129,Gillig_103,Gillig HF 35' 2002,diesel,206125,16:06:00,17:05:00
205343,144,Gillig_102,Gillig HF 2006,diesel,205343,16:04:00,16:14:00
206044,134,Gillig_103,Gillig HF 35' 2002,diesel,206044,15:45:00,16:10:00
205424,143,Gillig_102,Gillig HF 2006,diesel,205424,16:01:00,16:11:00
204898,154,Gillig_101,Gillig LF 35' 2014,diesel,204898,16:11:00,16:40:00
206764,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,206764,16:10:00,16:40:00
206308,145,Gillig_107,Gillig LF 37' 2009,diesel,206308,16:05:00,17:05:00
206331,119,Gillig_103,Gillig HF 35' 2002,diesel,206331,16:00:00,17:00:00
205405,140,Gillig_102,Gillig HF 2006,diesel,205405,16:07:00,16:17:00
205180,146,Gillig_107,Gillig LF 37' 2009,diesel,205180,16:15:00,16:50:00
205317,143,Gillig_102,Gillig HF 2006,diesel,205317,16:11:00,16:21:00
205745,152,Gillig_101,Gillig LF 35' 2014,diesel,205745,16:10:00,16:45:00
205774,120,Gillig_103,Gillig HF 35' 2002,diesel,205774,16:05:00,16:40:00
205160,126,Gillig_103,Gillig HF 35' 2002,diesel,205160,16:16:00,17:00:00
206277,111,Gillig_103,Gillig HF 35' 2002,diesel,206277,16:16:00,17:25:00
206780,752,Gillig_108,BYD_BEV,electric,206780,16:10:00,16:40:00
205161,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205161,16:10:00,16:40:00
206072,725,Gillig_108,BYD_BEV,electric,206072,16:15:00,16:30:00
205472,144,Gillig_102,Gillig HF 2006,diesel,205472,16:14:00,16:24:00
205298,140,Gillig_102,Gillig HF 2006,diesel,205298,16:17:00,16:27:00
206028,134,Gillig_103,Gillig HF 35' 2002,diesel,206028,16:10:00,16:35:00
205423,143,Gillig_102,Gillig HF 2006,diesel,205423,16:21:00,16:31:00
206049,725,Gillig_108,BYD_BEV,electric,206049,16:30:00,16:45:00
205404,140,Gillig_102,Gillig HF 2006,diesel,205404,16:27:00,16:37:00
205152,136,Gillig_102,Gillig HF 2006,diesel,205152,16:25:00,17:35:00
205243,135,Gillig_102,Gillig HF 2006,diesel,205243,16:15:00,16:45:00
205342,144,Gillig_102,Gillig HF 2006,diesel,205342,16:24:00,16:34:00
205316,143,Gillig_102,Gillig HF 2006,diesel,205316,16:31:00,16:41:00
206124,112,Gillig_103,Gillig HF 35' 2002,diesel,206124,16:41:00,17:40:00
204934,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204934,16:35:00,17:10:00
205297,140,Gillig_102,Gillig HF 2006,diesel,205297,16:37:00,16:47:00
206785,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,206785,16:40:00,17:10:00
205471,144,Gillig_102,Gillig HF 2006,diesel,205471,16:34:00,16:44:00
205153,130,Gillig_103,Gillig HF 35' 2002,diesel,205153,16:45:00,17:55:00
206071,725,Gillig_108,BYD_BEV,electric,206071,16:45:00,17:00:00
205137,123,Gillig_103,Gillig HF 35' 2002,diesel,205137,16:36:00,17:30:00
205729,752,Gillig_108,BYD_BEV,electric,205729,16:40:00,17:15:00
206045,134,Gillig_103,Gillig HF 35' 2002,diesel,206045,16:35:00,17:00:00
205422,143,Gillig_102,Gillig HF 2006,diesel,205422,16:41:00,16:51:00
205067,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205067,16:40:00,17:10:00
204897,146,Gillig_107,Gillig LF 37' 2009,diesel,204897,16:56:36,16:59:23
205341,144,Gillig_102,Gillig HF 2006,diesel,205341,16:44:00,16:54:00
206071,727,Gillig_108,BYD_BEV,electric,206071,16:45:00,17:00:00
205054,147,Gillig_101,Gillig LF 35' 2014,diesel,205054,16:40:00,17:10:00
205773,152,Gillig_101,Gillig LF 35' 2014,diesel,205773,16:45:00,17:20:00
205403,140,Gillig_102,Gillig HF 2006,diesel,205403,16:47:00,16:57:00
206763,120,Gillig_103,Gillig HF 35' 2002,diesel,206763,16:40:00,17:10:00
205315,143,Gillig_102,Gillig HF 2006,diesel,205315,16:51:00,17:01:00
205255,135,Gillig_102,Gillig HF 2006,diesel,205255,16:45:00,17:15:00
205470,144,Gillig_102,Gillig HF 2006,diesel,205470,16:54:00,17:04:00
206280,113,Gillig_103,Gillig HF 35' 2002,diesel,206280,16:45:00,17:45:00
205296,140,Gillig_102,Gillig HF 2006,diesel,205296,16:57:00,17:07:00
206352,145,Gillig_107,Gillig LF 37' 2009,diesel,206352,17:05:00,18:05:00
205340,144,Gillig_102,Gillig HF 2006,diesel,205340,17:04:00,17:14:00
205421,143,Gillig_102,Gillig HF 2006,diesel,205421,17:01:00,17:11:00
206048,727,Gillig_108,BYD_BEV,electric,206048,17:00:00,17:15:00
206070,727,Gillig_108,BYD_BEV,electric,206070,17:15:00,17:30:00
206029,134,Gillig_103,Gillig HF 35' 2002,diesel,206029,17:00:00,17:25:00
206278,119,Gillig_103,Gillig HF 35' 2002,diesel,206278,17:00:00,18:00:00
205083,126,Gillig_103,Gillig HF 35' 2002,diesel,205083,17:00:00,17:30:00
205917,137,Gillig_102,Gillig HF 2006,diesel,205917,17:10:00,17:25:00
205179,147,Gillig_101,Gillig LF 35' 2014,diesel,205179,17:10:00,18:05:00
204896,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204896,17:13:44,17:45:00
205402,140,Gillig_102,Gillig HF 2006,diesel,205402,17:07:00,17:17:00
205050,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205050,17:10:00,17:40:00
205744,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205744,17:10:00,17:45:00
205314,143,Gillig_102,Gillig HF 2006,diesel,205314,17:11:00,17:21:00
206784,120,Gillig_103,Gillig HF 35' 2002,diesel,206784,17:10:00,17:40:00
205753,752,Gillig_108,BYD_BEV,electric,205753,17:15:00,18:05:00
205469,144,Gillig_102,Gillig HF 2006,diesel,205469,17:14:00,17:24:00
206319,111,Gillig_103,Gillig HF 35' 2002,diesel,206319,17:25:00,18:30:00
204932,146,Gillig_107,Gillig LF 37' 2009,diesel,204932,17:25:00,18:00:00
205339,144,Gillig_102,Gillig HF 2006,diesel,205339,17:24:00,17:34:00
205420,143,Gillig_102,Gillig HF 2006,diesel,205420,17:21:00,17:31:00
206046,134,Gillig_103,Gillig HF 35' 2002,diesel,206046,17:25:00,17:50:00
206762,152,Gillig_101,Gillig LF 35' 2014,diesel,206762,17:20:00,17:50:00
205939,137,Gillig_102,Gillig HF 2006,diesel,205939,17:25:00,17:55:00
204895,126,Gillig_103,Gillig HF 35' 2002,diesel,204895,17:30:00,18:00:00
206123,127,Gillig_103,Gillig HF 35' 2002,diesel,206123,17:31:00,18:20:00
205313,143,Gillig_102,Gillig HF 2006,diesel,205313,17:31:00,17:41:00
205242,135,Gillig_102,Gillig HF 2006,diesel,205242,17:15:00,17:45:00
205468,144,Gillig_102,Gillig HF 2006,diesel,205468,17:34:00,17:44:00
205178,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205178,17:40:00,18:10:00
205159,154,Gillig_101,Gillig LF 35' 2014,diesel,205159,17:30:00,18:00:00
205338,144,Gillig_102,Gillig HF 2006,diesel,205338,17:44:00,17:54:00
204931,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204931,17:45:00,18:20:00
205419,143,Gillig_102,Gillig HF 2006,diesel,205419,17:41:00,17:51:00
206135,112,Gillig_103,Gillig HF 35' 2002,diesel,206135,17:40:00,18:20:00
205772,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,205772,17:45:00,18:20:00
206134,129,Gillig_103,Gillig HF 35' 2002,diesel,206134,17:05:00,18:05:00
206322,113,Gillig_103,Gillig HF 35' 2002,diesel,206322,17:45:00,19:00:00
205312,143,Gillig_102,Gillig HF 2006,diesel,205312,17:51:00,18:01:00
205743,120,Gillig_103,Gillig HF 35' 2002,diesel,205743,17:40:00,18:15:00
205154,123,Gillig_103,Gillig HF 35' 2002,diesel,205154,17:30:00,18:20:00
205254,135,Gillig_102,Gillig HF 2006,diesel,205254,17:45:00,18:25:00
206030,134,Gillig_103,Gillig HF 35' 2002,diesel,206030,17:50:00,18:15:00
205467,144,Gillig_102,Gillig HF 2006,diesel,205467,17:54:00,18:04:00
206320,119,Gillig_103,Gillig HF 35' 2002,diesel,206320,18:00:00,19:00:00
205337,144,Gillig_102,Gillig HF 2006,diesel,205337,18:04:00,18:14:00
205751,146,Gillig_107,Gillig LF 37' 2009,diesel,205751,18:00:00,18:30:00
204930,126,Gillig_103,Gillig HF 35' 2002,diesel,204930,18:00:00,18:30:00
205082,154,Gillig_101,Gillig LF 35' 2014,diesel,205082,18:00:00,18:30:00
205418,143,Gillig_102,Gillig HF 2006,diesel,205418,18:01:00,18:11:00
206783,152,Gillig_101,Gillig LF 35' 2014,diesel,206783,17:50:00,18:30:00
204894,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204894,18:10:00,18:19:41
206031,134,Gillig_103,Gillig HF 35' 2002,diesel,206031,18:15:00,18:55:00
205466,144,Gillig_102,Gillig HF 2006,diesel,205466,18:14:00,18:24:00
205311,143,Gillig_102,Gillig HF 2006,diesel,205311,18:11:00,18:21:00
206273,145,Gillig_107,Gillig LF 37' 2009,diesel,206273,18:05:00,19:05:00
206761,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,206761,18:20:00,18:50:00
205066,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205066,18:20:00,18:50:00
205771,120,Gillig_103,Gillig HF 35' 2002,diesel,205771,18:15:00,19:00:00
205417,143,Gillig_102,Gillig HF 2006,diesel,205417,18:21:00,18:31:00
205336,144,Gillig_102,Gillig HF 2006,diesel,205336,18:24:00,18:34:00
205910,112,Gillig_103,Gillig HF 35' 2002,diesel,205910,18:20:00,18:35:00
204893,154,Gillig_101,Gillig LF 35' 2014,diesel,204893,18:34:23,18:50:00
206276,111,Gillig_103,Gillig HF 35' 2002,diesel,206276,18:30:00,19:30:00
205136,123,Gillig_103,Gillig HF 35' 2002,diesel,205136,18:25:00,19:05:00
205770,146,Gillig_107,Gillig LF 37' 2009,diesel,205770,18:30:00,19:00:00
205310,143,Gillig_102,Gillig HF 2006,diesel,205310,18:31:00,18:41:00
205742,152,Gillig_101,Gillig LF 35' 2014,diesel,205742,18:30:00,19:00:00
205465,144,Gillig_102,Gillig HF 2006,diesel,205465,18:34:00,18:44:00
205158,126,Gillig_103,Gillig HF 35' 2002,diesel,205158,18:30:00,19:00:00
204929,506,Gillig_105,Gillig 35' Hybrids 2014,hybrid,204929,18:40:00,19:10:00
205335,144,Gillig_102,Gillig HF 2006,diesel,205335,18:44:00,18:54:00
205416,143,Gillig_102,Gillig HF 2006,diesel,205416,18:41:00,18:51:00
205932,112,Gillig_103,Gillig HF 35' 2002,diesel,205932,18:35:00,19:05:00
205177,504,Gillig_105,Gillig 35' Hybrids 2014,hybrid,205177,18:50:00,19:45:00
205309,143,Gillig_102,Gillig HF 2006,diesel,205309,18:51:00,19:01:00
206782,501,Gillig_106,Gillig 37' Hybrids 2009,hybrid,206782,18:50:00,19:30:00
205464,144,Gillig_102,Gillig HF 2006,diesel,205464,18:54:00,19:04:00
206316,145,Gillig_107,Gillig LF 37' 2009,diesel,206316,19:05:00,20:05:00
206760,146,Gillig_107,Gillig LF 37' 2009,diesel,206760,19:00:00,19:30:00
