timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
1166,2444,"TUNNEL BLVD + LASALLE",,35.041370,-85.239118,,,,,,2
1167,1695,"GLENWOOD + MILNE",,35.043695,-85.257302,,,,,,2
1168,1122,"3RD + COLLINS",,35.049535,-85.294320,,,,,,2
1169,2105,"MAIN + COWART",,35.037222,-85.310405,,,,,,2
1171,1257,"BAILEY AVE + NATIONAL",,35.037512,-85.286468,,,,,,2
1172,2253,"MCCALLIE AVE + LINDSAY",,35.047410,-85.305415,,,,,,2
1173,1299,"BRAINERD RD + ECPC",,35.022518,-85.242408,,,,,,2
1175,2835,"LEE HWY + VFW",,35.027395,-85.190577,,,,,,2
1176,2721,"CHAMBERLAIN + WILSON",,35.049560,-85.257730,,,,,,2
1178,1328,"BRAINERD RD + ST MARKS",,35.012057,-85.225910,,,,,,2
1180,2227,"MARKET + TVA",,35.043472,-85.309435,,,,,,2
1181,3063,"MARKET + 4TH",,35.052122,-85.309547,,,,,,2
1182,1307,"BRAINERD RD + HUNT",,35.010173,-85.221348,,,,,,2
1183,2139,"MAIN + POLK",,35.030860,-85.293477,,,,,,2
1185,604,"HIXSON PIKE + DARTMOUTH",,35.070238,-85.289313,,,,,,0
1186,1969,"HIXSON PK + RIVERMONT",,35.096167,-85.282462,,,,,,2
1188,2302,"ORCHARD KNOB + JACKSON",,35.044643,-85.269953,,,,,,2
1192,2068,"LEE HWY OPPOSITE RYANS",,35.039363,-85.171455,,,,,,2
1193,2238,"MCCALLIE AVE + DERBY",,35.032893,-85.266568,,,,,,2
1195,1615,"USHER + 52ND",,34.990660,-85.315480,,,,,,2
1197,67,"CENTRAL + LYNCHBURG",,34.991720,-85.318098,,,,,,0
1198,1221,"7TH + CHERRY",,35.048367,-85.308338,,,,,,2
1199,1285,"BOYNTON + OVERLOOK",,35.045030,-85.319927,,,,,,2
1200,2132,"MAIN + MADISON",,35.032882,-85.298882,,,,,,2
1201,1595,"DODSON + CUSHMAN",,35.070882,-85.250912,,,,,,2
1202,1382,"BROAD + 7TH",,35.048177,-85.310675,,,,,,2
1203,2146,"MAIN + WASHINGTON",,35.034320,-85.302712,,,,,,2
1204,2274,"NEW YORK + NEW JERSEY",,35.069292,-85.234588,,,,,,2
1209,1151,"3RD + WALNUT",,35.053568,-85.307337,,,,,,2
1210,1535,"DODDS + 18TH",,35.019328,-85.271638,,,,,,2
1214,1495,"CHAMBERLAIN + OLIVE",,35.055103,-85.254727,,,,,,2
1215,1612,"DORRIS + 5216",,34.989900,-85.315905,,,,,,2
1216,273,"3RD + FIELD HOUSE",,35.044290,-85.280745,,,,,,0
1220,1428,"MARKET + 3RD",,35.053573,-85.309753,,,,,,2
1223,59,"CENTRAL + 38TH",,35.005198,-85.310882,,,,,,0
1224,2305,"OKNOB + MILNE",,35.048630,-85.267967,,,,,,2
1225,2555,"WILLOW + MCCALLIE",,35.035023,-85.271797,,,,,,2
1227,8,"MARKET + 12TH",,35.041675,-85.308640,,,,,,2
1230,1291,"BRAINERD RD + BELVOIR",,35.018955,-85.240008,,,,,,2
1231,1493,"CHAMBERLAIN + MCRAE",,35.058127,-85.253057,,,,,,2
1232,1556,"DODDS + 32ND",,35.004705,-85.279553,,,,,,2
1234,2517,"WILCOX + MOSS",,35.047978,-85.239722,,,,,,2
1235,1805,"S MARKET + HOWARD SCHOOL OF ACADEMICS AND TECHNOLOGY",,35.025455,-85.311550,,,,,,2
1236,1571,"DODDS + 42ND",,34.993977,-85.285022,,,,,,2
1237,2140,"MAIN + POLK",,35.030602,-85.292635,,,,,,2
1238,1479,"CHAMBERLAIN + CRUTCHFIELD",,35.063053,-85.250372,,,,,,2
1239,2109,"MAIN + FAGAN",,35.031455,-85.295098,,,,,,2
1241,2014,"HOUSTON + M.L. KING BLVD",,35.044533,-85.305637,,,,,,0
1242,1570,"DODDS + 42ND",,34.994270,-85.284927,,,,,,2
1244,2659,"PIROLA + 37TH",,35.010590,-85.320022,,,,,,2
1245,2533,"WILCOX + TUNNEL",,35.047401,-85.238036,,,,,,2
1246,1768,"ROANOKE + PORTLAND",,35.049877,-85.266060,,,,,,2
1247,1944,"HIXSON PK + LUPTON",,35.104133,-85.273593,,,,,,2
1248,1320,"BRAINERD RD + PARKDALE",,35.014598,-85.232060,,,,,,2
1249,1600,"DODSON + FAIRLEIGH",,35.068625,-85.252167,,,,,,2
1250,2100,"MAIN + CARTER",,35.039168,-85.315110,,,,,,2
1251,3062,"4TH + MABEL",,35.050732,-85.300073,,,,,,2
1252,1156,"3RD + WILLOW",,35.039180,-85.269540,,,,,,2
1253,1697,"GLENWOOD + MISSION",,35.045268,-85.256935,,,,,,2
1254,1145,"3RD + ONEAL",,35.046392,-85.287057,,,,,,2
1255,3213,"WEST GORDON + CHICKAMAUGA",,34.984097,-85.286794,,,,,,2
1256,427,"BROAD + TVA #1",,35.043133,-85.310325,,,,,,0
1257,1559,"DODDS + 33RD",,35.003267,-85.280285,,,,,,2
1258,1699,"GLENWOOD + OAK",,35.032867,-85.263342,,,,,,2
1259,2217,"MARKET + MAIN",,35.036378,-85.307322,,,,,,2
1260,1943,"HIXSON PK + LINDEN HALL",,35.100103,-85.277965,,,,,,2
1263,2272,"NEW YORK + 3185",,35.068220,-85.231043,,,,,,2
1264,2118,"MAIN + HAWTHORNE",,35.026710,-85.281970,,,,,,2
1266,2152,"MAIN + WILHOIT",,35.034773,-85.303665,,,,,,2
1267,2115,"MAIN + GULF",,35.029608,-85.289917,,,,,,2
1268,65,"CENTRAL + 51ST",,34.993437,-85.317160,,,,,,0
1269,1683,"GLENWOOD + 417",,35.038758,-85.261085,,,,,,2
1270,1148,"3RD + PALMETTO",,35.048733,-85.293017,,,,,,2
1272,2177,"MARKET + 20TH",,35.031788,-85.308832,,,,,,2
1274,1300,"BRAINERD RD + ELMWOOD",,35.027188,-85.254155,,,,,,2
1276,1217,"5TH + REPUBLIC LOT",,35.050933,-85.310040,,,,,,2
1277,1669,"GERMANTOWN + MONTVIEW",,35.026830,-85.244998,,,,,,2
1278,1970,"HIXSON PK + RIVERMONT",,35.096353,-85.282352,,,,,,2
1279,1973,"HIXSON PK + S SHADY",,35.076672,-85.288295,,,,,,2
1281,1960,"HIXSON PK + NORCROSS",,35.113587,-85.261338,,,,,,2
1282,1372,"BROAD + 33RD",,35.017432,-85.322215,,,,,,2
1283,1430,"CAMPBELL + WILDER",,35.070445,-85.243282,,,,,,2
1284,2154,"MAIN + WILLIAMS",,35.036843,-85.309388,,,,,,2
1289,79,"WOODLAND VIEW + JEFFERY",,34.989272,-85.305542,,,,,,0
1290,2052,"LEE HWY + JUBILEE",,35.017833,-85.205803,,,,,,2
1291,1489,"CHAMBERLAIN + GLASS",,35.065688,-85.248940,,,,,,2
1292,2868,"CORNELISON + POST OFFICE",,35.006295,-85.212319,,,,,,2
1293,1655,"SHUTTLE PARK NORTHSHORE GARAGE",,35.062490,-85.304937,,,,,,0
1294,1199,"4TH + HOUSTON",,35.051300,-85.301885,,,,,,2
1296,1985,"HOLTZCLAW + 3RD",,35.044167,-85.279777,,,,,,2
1298,2081,"M.L.KING BLVD + CENTRAL",,35.039823,-85.292412,,,,,,2
1299,1917,"HIXSON PK + CONTINENTAL",,35.086812,-85.290235,,,,,,2
1301,1936,"HIXSON PK + HAYWOOD",,35.091517,-85.286468,,,,,,2
1304,2443,"TUNNEL BLVD + LASALLE",,35.041255,-85.239007,,,,,,2
1309,1671,"GERMANTOWN + RIDGESIDE",,35.031925,-85.242233,,,,,,2
1310,2767,"28TH + 4TH AVE",,35.011237,-85.283147,,,,,,2
1311,2064,"LEE HWY + SPORTS BARN",,35.027927,-85.189240,,,,,,2
1313,1129,"3RD + HAWTHORNE",,35.041453,-85.273642,,,,,,2
1314,560,"NORTHGATE + ARBYS",,35.128273,-85.242010,,,,,,0
1315,1758,"ROANOKE + COOLEY",,35.050350,-85.265710,,,,,,2
1317,2043,"LEE HWY + CHICKAMAUGA",,35.021723,-85.199350,,,,,,2
1318,1131,"3RD + HIGH",,35.053513,-85.305272,,,,,,2
1319,33,"33RD + DELONG",,35.015803,-85.316875,,,,,,0
1321,487,"BROAD + 8TH",,35.047275,-85.310453,,,,,,0
1322,47,"40TH + TEACHER PL",,35.008127,-85.324217,,,,,,0
1323,1597,"DODSON + DAISY",,35.066073,-85.253455,,,,,,2
1324,2889,"HAMILTON PLACE BLVD + BAMS",,35.040793,-85.155083,,,,,,2
1326,1431,"HIXSON PK + HIGHLAND PEDIATRIC CLINIC",,35.121062,-85.248862,,,,,,2
1329,2545,"WILLOW + 4TH",,35.039077,-85.269715,,,,,,2
1331,1967,"HIXSON PK + RIVERMONT PL",,35.100950,-85.276693,,,,,,2
1332,1971,"HIXSON PK + RIVERVIEW",,35.075142,-85.288168,,,,,,2
1335,1027,"11TH + MARIOTT",,35.043885,-85.311883,,,,,,2
1336,1258,"BAILEY AVE + ORCHARD KNOB",,35.033458,-85.276248,,,,,,2
1338,1284,"BOYNTON + M.L. KING",,35.048430,-85.318733,,,,,,2
1339,2764,"28TH + 6TH AVE",,35.010670,-85.281302,,,,,,2
1340,2204,"MARKET + COWART",,35.040952,-85.308387,,,,,,2
1342,2131,"MAIN + LYERLY",,35.023930,-85.274245,,,,,,2
1344,2124,"MAIN + HOLTZCLAW",,35.028892,-85.287723,,,,,,2
1345,82,"ANGELA + 49TH",,34.991310,-85.304937,,,,,,0
1346,1547,"WILCOX + FOXWOOD PL",,35.048208,-85.241820,,,,,,0
1347,3115,"3RD + PALMETTO",,35.048745,-85.293303,,,,,,2
1348,1790,"ROSSVILLE BLVD + 48TH",,34.987595,-85.288448,,,,,,0
1352,76,"52ND + WILSON",,34.988755,-85.310135,,,,,,0
1354,2008,"WORKMANS + FAGAN",,34.997878,-85.311660,,,,,,2
1355,1050,"23RD + BUCKLEY",,35.016252,-85.274707,,,,,,2
1356,1590,"DODSON + BACHMAN",,35.069802,-85.251532,,,,,,2
1357,356,"HOLZCLAW + WILSON",,35.054760,-85.270430,,,,,,0
1358,49,"PIROLA + POST OFFICE",,35.008650,-85.321340,,,,,,0
1359,1835,"SHAWHAN + SHALLOWFORD ROAD",,35.040219,-85.226425,,,,,,0
1362,2070,"LEE HWY + VANCE RD",,35.029147,-85.187207,,,,,,2
1363,57,"38TH + KIRKLAND",,35.006338,-85.312980,,,,,,0
1364,2235,"MCCALLIE AVE + BEECH",,35.035350,-85.273117,,,,,,2
1365,1955,"HIXSON PK + MISSISSIPPI",,35.065752,-85.293063,,,,,,2
1366,2234,"MCCALLIE AVE + BALDWIN",,35.044985,-85.298818,,,,,,2
1367,1577,"DODDS + 46TH",,34.989685,-85.287327,,,,,,2
1368,1905,"HIXSON PK + ALTAMONT",,35.087957,-85.288932,,,,,,2
1369,1283,"BOYNTON + GATEWAY",,35.045482,-85.319910,,,,,,2
1370,2564,"51ST + WILSON",,34.990257,-85.309038,,,,,,2
1371,1564,"DODDS + 37TH",,34.999437,-85.282462,,,,,,2
1373,10,"STUART + DODSON",,35.071927,-85.250085,,,,,,2
1376,1498,"CHAMBERLAIN + STUART",,35.070222,-85.246367,,,,,,2
1377,2246,"MCCALLIE AVE + HIGHLAND PARK",,35.037925,-85.280110,,,,,,2
1380,1733,"TUNNEL + MONTVIEW DRIVE",,35.027498,-85.247670,,,,,,0
1382,1492,"CHAMBERLAIN + MCRAE",,35.057757,-85.253168,,,,,,2
1383,1690,"GLENWOOD + CITICO",,35.041620,-85.258318,,,,,,2
1385,2548,"WILLOW + 5TH",,35.038008,-85.270128,,,,,,2
2765,2808,"Shuttle Garage-1",,35.062180,-85.305378,,,,,,2
2786,2288,"Northgate + Chili's-1",,35.132783,-85.240988,,,,,,2
2790,3340,"Brainerd Rd + Belaire Dr",,35.011216,-85.215760,,,,,,2
2791,2546,"Willow + 4th-1",,35.038983,-85.269684,,,,,,2
2794,1755,"Riverside + Wilcox 0",,35.058371,-85.275844,,,,,,2
2795,2166,"Market + 12th 0",,35.042249,-85.308998,,,,,,2
2808,1963,"Hixson Pk + Rivermont Pres Church-1",,35.102210,-85.275050,,,,,,2
2823,1930,"Hixson Pk + Grace Bible-1",,35.111710,-85.269070,,,,,,2
2829,1937,"Hixson Pk + Highland-1",,35.113250,-85.262410,,,,,,2
2833,2964,"Broadway + Pollard Westbound",,35.051274,-85.301581,,,,,,2
2847,2270,"N Point Blvd + Lowe's",,35.138360,-85.246920,,,,,,2
2850,2220,"Market + Miller Pk 0",,35.044638,-85.309492,,,,,,2
2852,2192,"Market + 8th-1-0",,35.047018,-85.309548,,,,,,2
2858,1928,"Hixson Pk + Forrest Highland-1",,35.113090,-85.263430,,,,,,2
2860,3120,"Houston + McCallie Ave",,35.046830,-85.304133,,,,,,2
2868,2737,"3rd + Roberts-1",,35.041730,-85.274050,,,,,,2
2873,3119,"Houston + 8th Street-1-0",,35.046018,-85.304736,,,,,,2
2881,3148,"Hardy School-1",,35.062255,-85.259192,,,,,,2
2900,2726,"Dodds + Chamberlain-1",,35.030330,-85.264830,,,,,,2
2923,3122,"Houston + 4th Street",,35.051265,-85.301669,,,,,,2
2924,3338,"Eastgate Loop IB 1st stop",,35.008113,-85.211785,,,,,,2
2928,1918,"Hixson Pk + Dartmouth-1",,35.070140,-85.289350,,,,,,2
2934,2012,"Houston + 10th-1-0",,35.043539,-85.306204,,,,,,2
2935,2725,"Dodds + Duncan-1",,35.031150,-85.264360,,,,,,2
2936,2183,"Market + 3rd1",,35.053640,-85.309740,,,,,,2
2938,3118,"Mkt + 1st Tennessee Bank",,35.048144,-85.309592,,,,,,2
2944,2738,"3rd + Hickory-1",,35.042020,-85.274790,,,,,,2
2945,1475,"Chamberlain + Burton-1",,35.057020,-85.253680,,,,,,2
2953,2723,"Glenwood + Wyandot-1",,35.039290,-85.260520,,,,,,2
2963,1381,"Broad + 6th-1-0",,35.049510,-85.310420,,,,,,2
2971,2825,"Gunbarrel + Bus Shelter-1",,35.032516,-85.154233,,,,,,2
2976,2268,"N Point Blvd + Home Depot",,35.138580,-85.244330,,,,,,2
2979,1376,"Broad + 3rd 1",,35.053453,-85.310592,,,,,,2
2984,2289,"Northgate + Mall Entrance",,35.128858,-85.240707,,,,,,2
2985,2739,"3rd + Baldwin-1",,35.050210,-85.295970,,,,,,2
2989,1602,"Dodson + Glass1",,35.063688,-85.255025,,,,,,2
2992,1658,"Frazier + Forrest-1",,35.062432,-85.306584,,,,,,2
2994,2185,"Market + 4th 0",,35.052444,-85.309682,,,,,,2
3002,1,"Market + 4th-1-0",,35.052444,-85.309660,,,,,,2
3019,2544,"Willow + 3rd-1",,35.039839,-85.269235,,,,,,2
3026,2225,"Market + TVA CU 0",,35.047982,-85.309494,,,,,,2
3032,3121,"Houston + Vine Street",,35.048912,-85.303027,,,,,,2
3040,2207,"Market + epb 0",,35.045152,-85.309492,,,,,,2
3048,2789,"Houston + Oak-1-0",,35.047758,-85.303651,,,,,,2
3100,3296,"Volkswagen Dr + Erlanger NS-1",,35.071361,-85.134102,,,,,,2
3101,3444,"Bonny Oaks + Laguana Dr-1",,35.074252,-85.178601,,,,,,2
3107,12,"Stuart + Chamberlain",,35.070374,-85.246341,,,,,,2
3112,3303,"Discovery Dr + Integrated Dr",,35.076202,-85.151122,,,,,,2
3116,3441,"Bonny Oaks + Basswood Dr-1",,35.074785,-85.167910,,,,,,2
3117,2414,"Stuart + Taylor-1",,35.071360,-85.249100,,,,,,2
3120,3343,"Frazier + North Market",,35.062711,-85.308524,,,,,,2
3121,3445,"Bonny Oaks + Preservation Dr-1",,35.073976,-85.182669,,,,,,2
3124,3307,"Hickory Valley Rd + Discovery Dr-1",,35.075998,-85.154817,,,,,,2
3129,3350,"Brainerd + United Methodist Church",,35.016055,-85.235500,,,,,,2
3132,3447,"Bonny Oaks + Redlands Dr-1",,35.074761,-85.196111,,,,,,2
3133,3295,"Volkswagen Dr + Volkswagen NS-1",,35.075224,-85.130214,,,,,,2
3135,1293,"Brainerd Rd + Old Food City-1",,35.017769,-85.238315,,,,,,2
3137,3442,"Bonny Oaks + Holiday Hills Dr-1",,35.074732,-85.169434,,,,,,2
3139,2416,"Stuart + Wheeler-1",,35.070850,-85.247740,,,,,,2
3140,3440,"Bonny Oaks + Boriss-1",,35.073780,-85.163361,,,,,,2
3156,3267,"Bonny Oaks + Noah Reid-1",,35.074643,-85.170630,,,,,,2
3160,3443,"Bonny Oaks + Canyon Dr-1",,35.074385,-85.175718,,,,,,2
3162,3297,"Volkswagen Dr + Amazon NS-1",,35.070712,-85.141942,,,,,,2
