stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
157,2564,"51ST + WILSON",,34.990257,-85.309038,,,,,,2
158,1212,"52ND + WILSON",,34.988990,-85.310040,,,,,,2
161,1208,"52ND + FAGAN",,34.990540,-85.314538,,,,,,2
163,2165,"MARKET + 11TH  PATTEN TOWERS",,35.043448,-85.309277,,,,,,2
164,2221,"MARKET + MILLER PK",,35.045045,-85.309308,,,,,,2
165,2216,"MARKET + M.L.KING",,35.046062,-85.309340,,,,,,2
166,2186,"MARKET + 5TH",,35.050720,-85.309452,,,,,,2
167,3063,"MARKET + 4TH",,35.052122,-85.309547,,,,,,2
168,168,"4TH + CHERRY",,35.052153,-85.308752,,,,,,0
169,1201,"4TH + LOOKOUT",,35.052153,-85.306638,,,,,,2
170,1198,"4TH + HIGH",,35.052095,-85.305668,,,,,,2
171,1200,"4TH + LINDSAY",,35.051825,-85.303205,,,,,,2
172,1199,"4TH + HOUSTON",,35.051300,-85.301885,,,,,,2
173,3062,"4TH + MABEL",,35.050732,-85.300073,,,,,,2
174,174,"3RD + SISKIN",,35.050060,-85.296195,,,,,,0
175,1121,"3RD + COLLINS",,35.049630,-85.294607,,,,,,2
176,1128,"3RD + HAMPTON",,35.048327,-85.292078,,,,,,2
177,1153,"3RD + WIEHL",,35.047812,-85.290743,,,,,,2
178,1118,"3RD + CENTRAL",,35.046953,-85.288567,,,,,,2
179,1145,"3RD + ONEAL",,35.046392,-85.287057,,,,,,2
180,1149,"3RD + SCRUGGS",,35.045837,-85.285515,,,,,,2
181,1152,"3RD + WARNER PARK",,35.043972,-85.280540,,,,,,2
182,1133,"3RD + HIGHLAND PARK",,35.043102,-85.278028,,,,,,2
183,1135,"3RD + HOLLY",,35.042617,-85.276788,,,,,,2
184,1129,"3RD + HAWTHORNE",,35.041453,-85.273642,,,,,,2
185,2740,"ORCHARD KNOB + GARFIELD",,35.041462,-85.271638,,,,,,2
188,2298,"OKNOB + CITICO",,35.045728,-85.269413,,,,,,2
189,2308,"OKNOB + ROBBINS",,35.046667,-85.268937,,,,,,2
190,2304,"OKNOB + MILNE",,35.048263,-85.268078,,,,,,2
191,1758,"ROANOKE + COOLEY",,35.050350,-85.265710,,,,,,2
192,1773,"ROANOKE + WILSON",,35.051995,-85.264820,,,,,,2
193,1772,"ROANOKE + WILCOX SE",,35.053620,-85.263930,,,,,,2
194,1756,"ROANOKE + CAMDEN",,35.055337,-85.262992,,,,,,2
195,1763,"ROANOKE + OCOEE",,35.056493,-85.262372,,,,,,2
211,1593,"DODSON + CRUTCHFIELD",,35.064118,-85.254552,,,,,,2
212,1597,"DODSON + DAISY",,35.066073,-85.253455,,,,,,2
213,1587,"DODSON + APPLING",,35.067317,-85.252803,,,,,,2
214,1599,"DODSON + FAIRLEIGH",,35.068410,-85.252183,,,,,,2
215,1589,"DODSON + BACHMAN",,35.069467,-85.251612,,,,,,2
216,1596,"DODSON + CUSHMAN",,35.070577,-85.251007,,,,,,2
217,2412,"STUART + DODSON",,35.071728,-85.250165,,,,,,2
219,2601,"ERLANGER HEALTH CENTER",,35.050390,-85.262038,,,,,,2
221,11,"HIGHWAY 58 + JERSEY PIKE",,35.093118,-85.180133,,,,,,2
222,1890,"JERSEY PIKE + GOODWILL",,35.091600,-85.180420,,,,,,2
223,2028,"JERSEY PIKE + OAKWOOD",,35.088230,-85.182327,,,,,,2
225,1895,"HIGHWAY 58 + WEBB ROAD",,35.086412,-85.191720,,,,,,2
226,1274,"BONNY OAKS + ACCESS",,35.081010,-85.213543,,,,,,2
229,1423,"CAMPBELL + BIRCHWOOD",,35.073437,-85.237973,,,,,,2
231,2415,"STUART + WHEELER",,35.070830,-85.247542,,,,,,2
232,2413,"STUART + TAYLOR",,35.071335,-85.248845,,,,,,2
233,1595,"DODSON + CUSHMAN",,35.070882,-85.250912,,,,,,2
234,1590,"DODSON + BACHMAN",,35.069802,-85.251532,,,,,,2
235,1600,"DODSON + FAIRLEIGH",,35.068625,-85.252167,,,,,,2
236,1588,"DODSON + APPLING",,35.067568,-85.252723,,,,,,2
237,1598,"DODSON + DAISY",,35.066483,-85.253312,,,,,,2
238,1594,"DODSON + CRUTCHFIELD",,35.064485,-85.254393,,,,,,2
253,1766,"ROANOKE + OLIVE",,35.057940,-85.261608,,,,,,2
254,1764,"ROANOKE + OCOEE",,35.056708,-85.262277,,,,,,2
255,1757,"ROANOKE + CAMDEN",,35.055623,-85.262880,,,,,,2
256,1770,"ROANOKE + WILCOX NW",,35.053978,-85.263787,,,,,,2
257,1774,"ROANOKE + WILSON",,35.052325,-85.264740,,,,,,2
258,1762,"ROANOKE + LAURA",,35.051507,-85.265153,,,,,,2
259,1759,"ROANOKE + COOLEY",,35.050723,-85.265757,,,,,,2
260,1768,"ROANOKE + PORTLAND",,35.049877,-85.266060,,,,,,2
261,261,"OKNOB + 957",,35.049420,-85.267188,,,,,,0
262,2305,"OKNOB + MILNE",,35.048630,-85.267967,,,,,,2
263,2297,"OKNOB + CARSON",,35.047307,-85.268682,,,,,,2
264,2299,"OKNOB + CITICO",,35.046142,-85.269318,,,,,,2
265,2303,"OKNOB + JACKSON",,35.044827,-85.270017,,,,,,2
266,2301,"OKNOB + CLEVELAND",,35.043352,-85.270812,,,,,,2
269,1130,"3RD + HAWTHORNE",,35.041350,-85.273228,,,,,,2
270,1136,"3RD + HOLLY",,35.042693,-85.276470,,,,,,2
271,1125,"3RD + DIAG CLINIC",,35.043417,-85.278473,,,,,,2
272,1138,"3RD + HOLTZCLAW",,35.043718,-85.279648,,,,,,2
273,273,"3RD + FIELD HOUSE",,35.044290,-85.280745,,,,,,0
274,1150,"3RD + SCRUGGS",,35.045888,-85.285212,,,,,,2
275,1146,"3RD + ONEAL",,35.046392,-85.286468,,,,,,2
276,1119,"3RD + CENTRAL",,35.046842,-85.287740,,,,,,2
277,1154,"3RD + WIEHL",,35.047818,-85.290362,,,,,,2
278,1127,"3RD + HAMPTON",,35.048288,-85.291697,,,,,,2
279,1148,"3RD + PALMETTO",,35.048733,-85.293017,,,,,,2
280,1122,"3RD + COLLINS",,35.049535,-85.294320,,,,,,2
281,1124,"3RD + CSAS",,35.049897,-85.295305,,,,,,2
282,1142,"3RD + MABEL",,35.051288,-85.299295,,,,,,2
283,1139,"3RD + HOUSTON",,35.051912,-85.301298,,,,,,2
284,1140,"3RD + LINDSAY",,35.052515,-85.302427,,,,,,2
285,1131,"3RD + HIGH",,35.053513,-85.305272,,,,,,2
286,1151,"3RD + WALNUT",,35.053568,-85.307337,,,,,,2
287,1120,"3RD + CHERRY",,35.053548,-85.308418,,,,,,2
288,10,"STUART + DODSON",,35.071927,-85.250085,,,,,,2
289,289,"STUART + TAYLOR",,35.071415,-85.249115,,,,,,0
290,290,"STUART + WHEELER",,35.070890,-85.247797,,,,,,0
291,2410,"STUART + CHAMBERLAIN",,35.070402,-85.246477,,,,,,0
292,1481,"CHAMBERLAIN + CUSHMAN",,35.069305,-85.246922,,,,,,2
293,1471,"CHAMBERLAIN + BOONE",,35.068513,-85.247398,,,,,,2
294,1485,"CHAMBERLAIN + FAIRLEIGH",,35.067210,-85.248115,,,,,,2
296,1424,"CAMPBELL + GLASS",,35.067178,-85.243505,,,,,,2
297,297,"CAMPBELL + MOON",,35.069498,-85.243775,,,,,,0
298,1430,"CAMPBELL + WILDER",,35.070445,-85.243282,,,,,,2
299,1419,"CAMPBELL + BATTERY HEIGHTS",,35.072432,-85.241392,,,,,,2
300,1427,"CAMPBELL + N.Y. AVE",,35.073402,-85.238100,,,,,,2
301,1278,"BONNY OAKS + PARKWAY",,35.074033,-85.234715,,,,,,2
302,1279,"BONNY OAKS + TUGALOO",,35.074513,-85.233285,,,,,,2
306,1889,"HIGHWAY 58 + INWOOD",,35.084618,-85.198888,,,,,,2
307,1893,"HIGHWAY 58 + ROCKY RIVER",,35.085147,-85.194740,,,,,,2
308,1885,"HIGHWAY 58 + BRIARWOOD",,35.085688,-85.192960,,,,,,2
309,1888,"HIGHWAY 58 + HAL DRIVE",,35.086125,-85.191927,,,,,,2
310,1886,"HIGHWAY 58 + FOOD LION",,35.091993,-85.182628,,,,,,2
312,1143,"3RD + OKNOB",,35.040865,-85.272163,,,,,,2
313,1155,"3RD + WILLOW",,35.039895,-85.269350,,,,,,2
314,2545,"WILLOW + 4TH",,35.039077,-85.269715,,,,,,2
315,2547,"WILLOW + 5TH",,35.038338,-85.270048,,,,,,2
316,2553,"WILLOW + IVY",,35.037455,-85.270447,,,,,,2
317,2559,"WILLOW + VINE",,35.036507,-85.271002,,,,,,2
318,2557,"WILLOW + OAK",,35.035810,-85.271352,,,,,,2
319,2551,"WILLOW + DUNCAN",,35.034157,-85.272273,,,,,,2
320,2549,"WILLOW + CHAMBERLAIN",,35.033347,-85.272718,,,,,,2
321,1255,"BAILEY AVE + KELLY",,35.031813,-85.271797,,,,,,2
322,1256,"BAILEY AVE + LYERLY",,35.031280,-85.270398,,,,,,2
323,1583,"DODDS + DUNCAN",,35.030907,-85.264263,,,,,,2
324,1698,"GLENWOOD + OAK",,35.032365,-85.263453,,,,,,2
325,1704,"GLENWOOD + VINE",,35.033673,-85.262753,,,,,,2
326,1687,"GLENWOOD + 5TH",,35.035048,-85.261990,,,,,,2
327,1685,"GLENWOOD + 4TH",,35.035867,-85.261562,,,,,,2
328,1681,"GLENWOOD + 3RD",,35.036725,-85.261037,,,,,,2
329,1684,"GLENWOOD + 418 GLENWOOD",,35.038692,-85.261020,,,,,,2
330,1700,"GLENWOOD + PARKWOOD",,35.039538,-85.259638,,,,,,2
332,1702,"GLENWOOD + ROBBINS",,35.042582,-85.257827,,,,,,2
333,1696,"GLENWOOD + MISSION",,35.045120,-85.256903,,,,,,2
334,1678,"GLENWOOD + 1016 GLENWOOD",,35.046233,-85.256808,,,,,,2
335,1680,"GLENWOOD + 1208 GLENWOOD",,35.048288,-85.256762,,,,,,2
336,1689,"GLENWOOD + CHAMBERLAIN",,35.049357,-85.257683,,,,,,2
337,1497,"CHAMBERLAIN + POLK",,35.050533,-85.257380,,,,,,2
338,1499,"CHAMBERLAIN + WILCOX",,35.051538,-85.256633,,,,,,2
339,1495,"CHAMBERLAIN + OLIVE",,35.055103,-85.254727,,,,,,2
340,1486,"CHAMBERLAIN + GILBERT",,35.056218,-85.254075,,,,,,2
342,1492,"CHAMBERLAIN + MCRAE",,35.057757,-85.253168,,,,,,2
343,1472,"CHAMBERLAIN + BRAGG",,35.059393,-85.252327,,,,,,2
344,1482,"CHAMBERLAIN + EMMA",,35.060880,-85.251500,,,,,,2
345,1478,"CHAMBERLAIN + CRUTCHFIELD",,35.062760,-85.250498,,,,,,2
346,1490,"CHAMBERLAIN + LATTA",,35.064032,-85.249798,,,,,,2
347,1488,"CHAMBERLAIN + GLASS",,35.065240,-85.249115,,,,,,2
348,1276,"BONNY OAKS + ADDISON",,35.079480,-85.227388,,,,,,2
349,2555,"WILLOW + MCCALLIE",,35.035023,-85.271797,,,,,,2
350,1484,"CHAMBERLAIN + FAIRLEIGH",,35.066995,-85.248130,,,,,,2
351,1470,"CHAMBERLAIN + BOONE",,35.068433,-85.247352,,,,,,2
352,1480,"CHAMBERLAIN + CUSHMAN",,35.069188,-85.246922,,,,,,2
353,1498,"CHAMBERLAIN + STUART",,35.070222,-85.246367,,,,,,2
354,2942,"SHOLAR + CARTA",,35.056167,-85.268713,,,,,,2
355,355,"HOLZCLAW + WILCOX",,35.055130,-85.269413,,,,,,0
356,356,"HOLZCLAW + WILSON",,35.054760,-85.270430,,,,,,0
357,357,"HOLZCLAW + PUMP STA",,35.052302,-85.274913,,,,,,0
358,358,"HOLZCLAW + CHATTANOOGA HOUSING AUTHORITY",,35.049015,-85.277107,,,,,,0
359,359,"HOLZCLAW + CLEVELAND",,35.046412,-85.278505,,,,,,0
360,1489,"CHAMBERLAIN + GLASS",,35.065688,-85.248940,,,,,,2
361,1491,"CHAMBERLAIN + LATTA",,35.064075,-85.249798,,,,,,2
362,1479,"CHAMBERLAIN + CRUTCHFIELD",,35.063053,-85.250372,,,,,,2
363,1483,"CHAMBERLAIN + EMMA",,35.061098,-85.251437,,,,,,2
364,1473,"CHAMBERLAIN + BRAGG",,35.059557,-85.252278,,,,,,2
365,1493,"CHAMBERLAIN + MCRAE",,35.058127,-85.253057,,,,,,2
366,1487,"CHAMBERLAIN + GILBERT",,35.056307,-85.254043,,,,,,2
367,1496,"CHAMBERLAIN + OLIVE",,35.055337,-85.254567,,,,,,2
368,1494,"CHAMBERLAIN + OCOEE",,35.054205,-85.255187,,,,,,2
369,1477,"CHAMBERLAIN + CAMDEN",,35.053040,-85.255823,,,,,,2
370,1500,"CHAMBERLAIN + WILCOX",,35.052003,-85.256380,,,,,,2
371,1692,"GLENWOOD + LAURA",,35.047993,-85.256587,,,,,,2
372,1679,"GLENWOOD + 1101",,35.046325,-85.256825,,,,,,2
373,1697,"GLENWOOD + MISSION",,35.045268,-85.256935,,,,,,2
374,1695,"GLENWOOD + MILNE",,35.043695,-85.257302,,,,,,2
375,1703,"GLENWOOD + ROBBINS",,35.042837,-85.257778,,,,,,2
376,1701,"GLENWOOD + PARKWOOD",,35.039903,-85.259463,,,,,,2
377,1683,"GLENWOOD + 417",,35.038758,-85.261085,,,,,,2
378,1682,"GLENWOOD + 3RD",,35.037145,-85.261085,,,,,,2
379,2724,"GLENWOOD + 4TH",,35.036200,-85.261545,,,,,,2
380,1688,"GLENWOOD + 5TH",,35.035365,-85.261990,,,,,,2
381,1691,"GLENWOOD + IVY",,35.034547,-85.262420,,,,,,2
382,1705,"GLENWOOD + VINE",,35.033685,-85.262880,,,,,,2
383,1699,"GLENWOOD + OAK",,35.032867,-85.263342,,,,,,2
384,1693,"GLENWOOD + MCCALLIE",,35.032012,-85.263675,,,,,,2
390,2458,"UNION + BAILEY",,35.031845,-85.273435,,,,,,2
391,2550,"WILLOW + CHAMBERLAIN",,35.033077,-85.272925,,,,,,2
392,2552,"WILLOW + DUNCAN",,35.033912,-85.272322,,,,,,2
393,2558,"WILLOW + OAK",,35.035508,-85.271400,,,,,,2
394,2560,"WILLOW + VINE",,35.036312,-85.270987,,,,,,2
395,2554,"WILLOW + IVY",,35.037122,-85.270525,,,,,,2
396,2548,"WILLOW + 5TH",,35.038008,-85.270128,,,,,,2
397,1156,"3RD + WILLOW",,35.039180,-85.269540,,,,,,2
398,2727,"3RD + ROANOKE",,35.040313,-85.270415,,,,,,2
399,14,"3RD + ORCHARD KNOB",,35.040778,-85.271797,,,,,,2
400,2691,"ONEAL + ENGEL STADIUM",,35.044965,-85.287787,,,,,,0
402,2779,"PALMETTO + CHALLENGER CENTER",,35.047660,-85.293780,,,,,,2
404,2781,"PALMETTO + VINE",,35.045958,-85.294638,,,,,,2
405,2782,"PALMETTO + OAK",,35.044855,-85.295258,,,,,,2
407,2236,"MCCALLIE AVE + BRYAN HOME",,35.044178,-85.296657,,,,,,2
408,2234,"MCCALLIE AVE + BALDWIN",,35.044985,-85.298818,,,,,,2
409,2240,"MCCALLIE AVE + DOUGLAS",,35.045875,-85.301393,,,,,,2
410,2784,"8TH + UNIVERSITY",,35.045208,-85.302060,,,,,,2
412,2260,"MCCALLIE AVE + STATE BLDG",,35.046457,-85.302903,,,,,,2
413,2249,"MCCALLIE + HOUSTON",,35.046877,-85.304015,,,,,,2
414,414,"HOUSTON + OAK",,35.047683,-85.303698,,,,,,0
423,1380,"BROAD + 6TH",,35.049397,-85.310738,,,,,,2
424,1382,"BROAD + 7TH",,35.048177,-85.310675,,,,,,2
425,1384,"BROAD + 8TH",,35.046968,-85.310628,,,,,,2
426,426,"BROAD + M.L.KING",,35.045475,-85.310548,,,,,,0
427,427,"BROAD + TVA #1",,35.043133,-85.310325,,,,,,0
428,1349,"BROAD + 16TH",,35.036863,-85.311725,,,,,,2
429,1351,"BROAD + 17TH",,35.036028,-85.312202,,,,,,2
430,1356,"BROAD + 20TH",,35.033660,-85.313488,,,,,,2
431,1360,"BROAD + 25TH",,35.028602,-85.316318,,,,,,2
432,1362,"BROAD + 26TH",,35.027743,-85.316778,,,,,,2
433,1364,"BROAD + 27TH",,35.025868,-85.317812,,,,,,2
434,1366,"BROAD + 28TH",,35.024970,-85.318305,,,,,,2
437,1370,"BROAD + 32ND",,35.019142,-85.321483,,,,,,2
439,2423,"TENN AVE + INCLINE",,35.009775,-85.328000,,,,,,2
440,2373,"ST ELMO + 41ST",,35.006740,-85.328683,,,,,,2
441,2375,"ST ELMO + 42ND",,35.004903,-85.328858,,,,,,2
442,2401,"ST ELMO + THANKFUL",,35.004133,-85.328938,,,,,,2
443,2379,"ST ELMO + 44TH",,35.001978,-85.329145,,,,,,2
444,2381,"ST ELMO + 45TH",,35.000465,-85.329303,,,,,,2
445,2383,"ST ELMO + 46TH",,34.998677,-85.329495,,,,,,2
446,2385,"ST ELMO + 47TH",,34.996853,-85.329653,,,,,,2
447,2387,"ST ELMO + 48TH",,34.995708,-85.330050,,,,,,2
448,2389,"ST ELMO + 49TH",,34.994743,-85.330463,,,,,,2
449,2391,"ST ELMO + 51ST",,34.992562,-85.330957,,,,,,2
450,2395,"ST ELMO + 54TH",,34.989868,-85.331227,,,,,,2
451,2397,"ST ELMO + 55TH",,34.988453,-85.331212,,,,,,2
452,1214,"55TH + ALABAMA",,34.988450,-85.332737,,,,,,2
453,1226,"ALABAMA + 56TH",,34.986995,-85.333245,,,,,,2
454,2626,"56TH + ST ELMO AVENUE",,34.986805,-85.332133,,,,,,2
487,487,"BROAD + 8TH",,35.047275,-85.310453,,,,,,0
488,1383,"BROAD + 7TH",,35.048455,-85.310468,,,,,,2
489,489,"BROAD + 6TH NS",,35.049897,-85.310453,,,,,,0
493,1343,"BROAD + 11TH",,35.044083,-85.310532,,,,,,2
495,495,"12TH + MARKET",,35.041823,-85.308990,,,,,,0
503,1203,"4TH + WALNUT",,35.052218,-85.307655,,,,,,2
505,2321,"RIVERSIDE + RIVER PARK",,35.056017,-85.281080,,,,,,2
507,1235,"AMNICOLA + CREEKSIDE",,35.092832,-85.255823,,,,,,2
508,1234,"AMNICOLA + COCA COLA",,35.093993,-85.252803,,,,,,2
509,509,"NORTHGATE MALL",,35.128857,-85.240707,,,,,,0
511,1262,"BARTON + CREWDSON",,35.063880,-85.297498,,,,,,2
512,1265,"BARTON + MCFARLAND",,35.064353,-85.296577,,,,,,2
513,1267,"BARTON + NORMAL",,35.064968,-85.295178,,,,,,2
514,1266,"BARTON + MISSISSIPPI",,35.065648,-85.293192,,,,,,2
515,1269,"BARTON + RUSSELL",,35.066182,-85.291618,,,,,,2
516,1264,"BARTON + DUGDALE",,35.066678,-85.290203,,,,,,2
517,1933,"HIXSON PK + HANOVER",,35.068335,-85.289408,,,,,,2
518,518,"FALMOUTH + HIXSON PIKE",,35.069372,-85.289250,,,,,,0
519,1896,"HIXSON PK + 1312",,35.070953,-85.289075,,,,,,2
520,1899,"HIXSON PK + 1336",,35.072960,-85.288582,,,,,,2
522,1971,"HIXSON PK + RIVERVIEW",,35.075142,-85.288168,,,,,,2
523,1973,"HIXSON PK + S SHADY",,35.076672,-85.288295,,,,,,2
524,1958,"HIXSON PK + N SHADY",,35.078138,-85.289138,,,,,,2
525,1982,"HIXSON PK + WOODHILL",,35.079592,-85.289695,,,,,,2
526,1901,"HIXSON PK + 1814",,35.080545,-85.289773,,,,,,2
527,1954,"HIXSON PK + MINNEKAHDA",,35.081805,-85.289853,,,,,,2
529,1916,"HIXSON PK + CONTINENTAL",,35.086737,-85.290203,,,,,,2
530,1905,"HIXSON PK + ALTAMONT",,35.087957,-85.288932,,,,,,2
531,1965,"HIXSON PK + RIVER HILL",,35.090230,-85.286865,,,,,,2
532,1935,"HIXSON PK + HAYWOOD",,35.091413,-85.286468,,,,,,2
533,1961,"HIXSON PK + OZARK",,35.094123,-85.285372,,,,,,2
534,1969,"HIXSON PK + RIVERMONT",,35.096167,-85.282462,,,,,,2
536,1952,"HIXSON PK + MEADOW LAKE",,35.100180,-85.277837,,,,,,2
537,1967,"HIXSON PK + RIVERMONT PL",,35.100950,-85.276693,,,,,,2
538,1968,"HIXSON PK + RIVERMONT SCHOOL",,35.101912,-85.275230,,,,,,2
539,1944,"HIXSON PK + LUPTON",,35.104133,-85.273593,,,,,,2
540,1939,"HIXSON PK + INTERMONT",,35.106350,-85.272353,,,,,,2
541,1946,"HIXSON PK + MANCHESTER",,35.108143,-85.271653,,,,,,2
542,1948,"HIXSON PK + MAULDETH",,35.109895,-85.270938,,,,,,2
543,1929,"HIXSON PK + GRACE BIBLE",,35.111532,-85.269143,,,,,,2
544,1978,"HIXSON PK + W FAIRFAX",,35.112183,-85.266743,,,,,,2
546,1941,"HIXSON PK + KENSINGTON",,35.113042,-85.262530,,,,,,2
547,1959,"HIXSON PK + NORCROSS",,35.113337,-85.261402,,,,,,2
549,1902,"HIXSON PK + ACCESS RD",,35.114353,-85.257142,,,,,,2
550,1920,"HIXSON PK + DUPONT ELEM",,35.114790,-85.253693,,,,,,2
551,1984,"HIXSON PK + YMCA",,35.115197,-85.251818,,,,,,2
552,1921,"HIXSON PK + DUPONT PKWY",,35.117095,-85.250308,,,,,,2
553,1931,"HIXSON PK + HAMILL",,35.118363,-85.249703,,,,,,2
554,1909,"HIXSON PK + BAGWELL",,35.121387,-85.248638,,,,,,2
556,1980,"HIXSON PK + WILLIAMS",,35.125090,-85.247478,,,,,,2
557,1914,"HIXSON PK + CLOVERDALE",,35.128448,-85.246445,,,,,,2
558,558,"NORTHGATE + PANERA",,35.132243,-85.241915,,,,,,0
559,559,"NORTHGATE + T.J.MAXX",,35.130923,-85.242043,,,,,,0
560,560,"NORTHGATE + ARBYS",,35.128273,-85.242010,,,,,,0
561,561,"N POINT BLVD + LOWES",,35.138462,-85.246858,,,,,,0
562,562,"N POINT BLVD + OWEN CYCLERY",,35.138680,-85.244188,,,,,,0
563,563,"N POINT BLVD + HIXON PK",,35.135835,-85.239452,,,,,,0
564,564,"NORTHGATE + CHILIS",,35.132497,-85.241295,,,,,,0
568,1217,"5TH + REPUBLIC LOT",,35.050933,-85.310040,,,,,,2
569,1378,"BROAD + JACKS ALLEY",,35.051580,-85.310570,,,,,,2
570,1915,"HIXSON PK + CLOVERDALE",,35.128325,-85.246683,,,,,,2
571,1981,"HIXSON PK + WILLIAMS",,35.127185,-85.246970,,,,,,2
572,1924,"HIXSON PK + ELY",,35.123223,-85.248193,,,,,,2
573,1910,"HIXSON PK + BAGWELL",,35.121967,-85.248592,,,,,,2
574,1932,"HIXSON PK + HAMILL",,35.118442,-85.249878,,,,,,2
